id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
158652,,2014,True,Clear,2,11662,11052,Jalisco Cartel New Generation - Los Caballeros Templarios,11662,11662,Jalisco Cartel New Generation - Los Caballeros Templarios,1151,1151,Jalisco Cartel New Generation,1150,1150,Los Caballeros Templarios,1,"""BBC Monitoring Americas,2014-10-01,Mexican blog reports 26 dead in 48 hours in Guanajuato, Guerrero""",BBC Monitoring Americas,2014-10-01,"Mexican blog reports 26 dead in 48 hours in Guanajuato, Guerrero",Borderland Beat blog,1,Salamanca town,,Guanajuato state,Salamanca municipality,20.571960,-101.191540,POINT (-101.191540 20.571960),159278,Mexico,70,Americas,1,2,09/24/2014 00:00:00,09/27/2014 00:00:00,0,0,0,1,1,1,1,
158655,,2014,True,Clear,2,11662,11052,Jalisco Cartel New Generation - Los Caballeros Templarios,11662,11662,Jalisco Cartel New Generation - Los Caballeros Templarios,1151,1151,Jalisco Cartel New Generation,1150,1150,Los Caballeros Templarios,1,"""BBC Monitoring Americas,2014-10-01,Mexican blog reports 26 dead in 48 hours in Guanajuato, Guerrero""",BBC Monitoring Americas,2014-10-01,"Mexican blog reports 26 dead in 48 hours in Guanajuato, Guerrero",Borderland Beat blog,1,Zihuatanejo town,,Guerrero state,Zihuatanejo de Azueta municipality,17.643440,-101.552120,POINT (-101.552120 17.643440),154957,Mexico,70,Americas,1,1,09/25/2014 00:00:00,09/25/2014 00:00:00,0,0,0,2,2,2,2,
158663,,2014,True,Clear,2,11668,11058,Guerreros Unidos - Los Rojos,11668,11668,Guerreros Unidos - Los Rojos,3298,3298,Guerreros Unidos,3299,3299,Los Rojos,3,"""Agence France Presse,2014-10-06,Hitmen admit killing 17 Mexican students: prosecutor"";""Associated Press Newswires,2014-10-07,Mexico mass grave shines light on troubled state"";""Reuters News,2014-10-14,Mexico says missing students not among remains found in mass grave""",Agence France Presse;Associated Press Newswires;Reuters News,2014-10-06;2014-10-07;2014-10-14,Hitmen admit killing 17 Mexican students: prosecutor;Mexico mass grave shines light on troubled state;Mexico says missing students not among remains found in mass grave,"Inaky Blanco, chief prosecutor of Guerrero state",2,Iguala town,,Guerrero state,Iguala de la Independencia municipality,18.349280,-99.539360,POINT (-99.539360 18.349280),155681,Mexico,70,Americas,2,5,01/01/2014 00:00:00,10/03/2014 00:00:00,0,0,0,28,28,28,28,
158667,,2014,True,Clear,2,11668,11058,Guerreros Unidos - Los Rojos,11668,11668,Guerreros Unidos - Los Rojos,3298,3298,Guerreros Unidos,3299,3299,Los Rojos,1,"""Agence France Presse,2014-10-14,Mass graves dot Mexican city of missing students""",Agence France Presse,2014-10-14,Mass graves dot Mexican city of missing students,Investigators,2,Iguala town,,Guerrero state,Iguala de la Independencia municipality,18.349280,-99.539360,POINT (-99.539360 18.349280),155681,Mexico,70,Americas,2,5,01/01/2014 00:00:00,06/30/2014 00:00:00,0,0,0,4,4,4,4,
158672,,2014,True,Clear,2,11668,11058,Guerreros Unidos - Los Rojos,11668,11668,Guerreros Unidos - Los Rojos,3298,3298,Guerreros Unidos,3299,3299,Los Rojos,3,"""Reuters News,2014-10-09,Mexico finds more graves at site of suspected student massacre"";""EFE News Service,2014-10-17,Case of missing students keeps Mexico, and government, on edge"";""Associated Press Newswires,2014-10-28,Search for missing Mexico students finds more dead""",Reuters News;EFE News Service;Associated Press Newswires,2014-10-09;2014-10-17;2014-10-28,"Mexico finds more graves at site of suspected student massacre;Case of missing students keeps Mexico, and government, on edge;Search for missing Mexico students finds more dead","Mexican authorities
group taking part in the search",2,Iguala town,,Guerrero state,Iguala de la Independencia municipality,18.349280,-99.539360,POINT (-99.539360 18.349280),155681,Mexico,70,Americas,2,5,01/01/2014 00:00:00,10/16/2014 00:00:00,0,0,0,10,10,10,10,
158678,,2014,True,Clear,3,10,641,Government of Mexico - Civilians,10,1108,Government of Mexico - Civilians,10,10,Government of Mexico,9999,1,Civilians,1,"""EFE News Service,2014-10-22,Authorities probe possible police link to student's death in Mexico""",EFE News Service,2014-10-22,Authorities probe possible police link to student's death in Mexico,Guanajuato Mayor Luis Fernando Gutierrez ,1,Guanajuato town,,Guanajuato state,Guanajuato municipality,21.018580,-101.259100,POINT (-101.259100 21.018580),159998,Mexico,70,Americas,1,2,10/18/2014 00:00:00,10/19/2014 00:00:00,0,0,1,0,1,1,1,
158698,,2014,True,Clear,3,10,641,Government of Mexico - Civilians,10,1108,Government of Mexico - Civilians,10,10,Government of Mexico,9999,1,Civilians,3,"""Associated Press Newswires,2014-10-30,Bodies found in Mexico where 3 Texans missing"";""Associated Press Newswires,2014-10-31,Mexican governor confirms 3 US siblings found dead"";""Borderland Beat,2014-10-29,Search continues in the Tamaulipas disappearance of 3 Americans""",Associated Press Newswires;Associated Press Newswires;Borderland Beat,2014-10-30;2014-10-31;2014-10-29,Bodies found in Mexico where 3 Texans missing;Mexican governor confirms 3 US siblings found dead;Search continues in the Tamaulipas disappearance of 3 Americans,state investigator Raul Galindo Vira ,2,Matamoros town,,Tamaulipas state,Matamoros municipality,25.879720,-97.504170,POINT (-97.504170 25.879720),166485,Mexico,70,Americas,1,4,10/14/2014 00:00:00,10/29/2014 00:00:00,0,0,0,0,0,4,0,
158699,,2014,False,Clear,2,5590,4980,Cartel Independiente de Acapulco - La Barredora,5590,5590,Cartel Independiente de Acapulco - La Barredora,1152,1152,Cartel Independiente de Acapulco,1153,1153,La Barredora,1,"""Associated Press Newswires,2014-11-01,4 men, 1 woman shot to death in Acapulco bar""",Associated Press Newswires,2014-11-01,"4 men, 1 woman shot to death in Acapulco bar",Guerrero state prosecutor's office ,1,Acapulco town,,Guerrero state,Acapulco de Juárez municipality,16.856933,-99.901496,POINT (-99.901496 16.856933),153521,Mexico,70,Americas,1,1,10/31/2014 00:00:00,10/31/2014 00:00:00,0,0,0,0,0,5,0,
158700,,2014,False,Clear,2,14800,13738,Sinaloa Cartel - Sinaloa Cartel - Forces of Damaso faction,14800,14800,Sinaloa Cartel - Sinaloa Cartel - Forces of Damaso faction,775,775,Sinaloa Cartel,6485,6485,Sinaloa Cartel - Forces of Damaso faction,3,"""Associated Press Newswires,2014-11-01,4 men, 1 woman shot to death in Acapulco bar"";""Borderland Beat,2014-12-27,La Paz: Seido Target Hitmen ( El Grande ) in BCS part 2"";""Borderland Beat,2015-01-02,Seido targets hitmen in BCS part 3 : Capture of El Furby""",Associated Press Newswires;Borderland Beat;Borderland Beat,2014-11-01;2014-12-27;2015-01-02,"4 men, 1 woman shot to death in Acapulco bar;La Paz: Seido Target Hitmen ( El Grande ) in BCS part 2;Seido targets hitmen in BCS part 3 : Capture of El Furby",Baja California Sur state government ,1,La Paz town,,Baja California Sur state,La Paz municipality,24.138110,-110.309730,POINT (-110.309730 24.138110),164300,Mexico,70,Americas,1,2,10/31/2014 00:00:00,11/01/2014 00:00:00,0,0,0,5,5,5,5,
158705,,2014,True,Clear,2,5262,4652,Juarez Cartel - Sinaloa Cartel,5262,5262,Juarez Cartel - Sinaloa Cartel,793,793,Juarez Cartel,775,775,Sinaloa Cartel,1,"""EFE News Service,2014-11-05,Bodies of 7 victims of crime turf wars found in Mexico""",EFE News Service,2014-11-05,Bodies of 7 victims of crime turf wars found in Mexico,Chihuahua state prosecutor's office ,1,Madera town,,Chihuahua state,Madera municipality,29.193660,-108.146840,POINT (-108.146840 29.193660),171504,Mexico,70,Americas,1,2,11/01/2014 00:00:00,11/03/2014 00:00:00,0,0,0,7,7,7,7,
158706,,2014,True,Clear,2,5262,4652,Juarez Cartel - Sinaloa Cartel,5262,5262,Juarez Cartel - Sinaloa Cartel,793,793,Juarez Cartel,775,775,Sinaloa Cartel,1,"""EFE News Service,2014-11-05,Bodies of 7 victims of crime turf wars found in Mexico""",EFE News Service,2014-11-05,Bodies of 7 victims of crime turf wars found in Mexico,,1,Guachochi town,,Chihuahua state,Guachochi municipality,26.820010,-107.074500,POINT (-107.074500 26.820010),167906,Mexico,70,Americas,1,1,11/02/2014 00:00:00,11/02/2014 00:00:00,0,0,0,8,8,8,8,
158719,,2014,False,Clear,2,14800,13738,Sinaloa Cartel - Sinaloa Cartel - Forces of Damaso faction,14800,14800,Sinaloa Cartel - Sinaloa Cartel - Forces of Damaso faction,775,775,Sinaloa Cartel,6485,6485,Sinaloa Cartel - Forces of Damaso faction,2,"""Associated Press Newswires,2014-11-26,Killings surge in Mexico state at tip of Baja"";""Borderland Beat,2014-12-27,La Paz: Seido Target Hitmen ( El Grande ) in BCS part 2""",Associated Press Newswires;Borderland Beat,2014-11-26;2014-12-27,Killings surge in Mexico state at tip of Baja;La Paz: Seido Target Hitmen ( El Grande ) in BCS part 2,"Borderland Beat
Zeta Magazine",1,La Paz town,,Baja California Sur state,La Paz municipality,24.138110,-110.309730,POINT (-110.309730 24.138110),164300,Mexico,70,Americas,1,2,11/22/2014 00:00:00,11/23/2014 00:00:00,0,0,0,2,2,2,2,
158720,,2014,False,Clear,2,14800,13738,Sinaloa Cartel - Sinaloa Cartel - Forces of Damaso faction,14800,14800,Sinaloa Cartel - Sinaloa Cartel - Forces of Damaso faction,775,775,Sinaloa Cartel,6485,6485,Sinaloa Cartel - Forces of Damaso faction,1,"""Associated Press Newswires,2014-11-26,Killings surge in Mexico state at tip of Baja""",Associated Press Newswires,2014-11-26,Killings surge in Mexico state at tip of Baja,,1,La Paz town,,Baja California Sur state,La Paz municipality,24.138110,-110.309730,POINT (-110.309730 24.138110),164300,Mexico,70,Americas,1,1,11/25/2014 00:00:00,11/25/2014 00:00:00,0,0,0,1,1,1,1,
158722,,2014,False,Clear,2,14337,13394,Los Ardillos - Los Rojos,14337,14337,Los Ardillos - Los Rojos,6009,6009,Los Ardillos,3299,3299,Los Rojos,2,"""EFE News Service,2014-11-28,EFE News Briefs for Thursday, Nov. 27 (End of the day)"";""Borderland Beat,2014-11-27,The Bodies of 11 Youths Found Abandoned In Guerrero""",EFE News Service;Borderland Beat,2014-11-28;2014-11-27,"EFE News Briefs for Thursday, Nov. 27 (End of the day);The Bodies of 11 Youths Found Abandoned In Guerrero",Guerrero Attorney General's Office spokesmen ,5,Road between Chilapa and Ayahualulco,,Guerrero state,Chilapa de Álvarez municipality,17.542500,-99.193100,POINT (-99.193100 17.542500),154962,Mexico,70,Americas,1,2,11/26/2014 00:00:00,11/27/2014 00:00:00,0,0,0,11,11,11,11,
158723,,2014,False,Clear,2,14337,13394,Los Ardillos - Los Rojos,14337,14337,Los Ardillos - Los Rojos,6009,6009,Los Ardillos,3299,3299,Los Rojos,3,"""Associated Press Newswires,2014-11-30,5 mutilated bodies found in southern Mexico"";""Agence France Presse,2014-11-30,Five beheaded bodies found in restive Mexican state"";""Borderland Beat,2014-12-01,Five more burnt bodies found in Guerrero""",Associated Press Newswires;Agence France Presse;Borderland Beat,2014-11-30;2014-11-30;2014-12-01,5 mutilated bodies found in southern Mexico;Five beheaded bodies found in restive Mexican state;Five more burnt bodies found in Guerrero, Guerrero state prosecutor's office ,1,Chilapa town,,Guerrero state,Chilapa de Álvarez municipality,17.594590,-99.176390,POINT (-99.176390 17.594590),154962,Mexico,70,Americas,1,2,11/26/2014 00:00:00,11/29/2014 00:00:00,0,0,0,5,5,5,5,
158732,,2014,True,Clear,3,10,641,Government of Mexico - Civilians,10,1108,Government of Mexico - Civilians,10,10,Government of Mexico,9999,1,Civilians,1,"""BBC Monitoring Americas,2015-01-02,Mexican human rights activist allegedly beaten by authorities""",BBC Monitoring Americas,2015-01-02,Mexican human rights activist allegedly beaten by authorities,"Elisa Zepeda Lagoon 
Borderland Beat blog ",3,Eloxochitlán de Flores Magón municipality,,Oaxaca state,Eloxochitlán de Flores Magón municipality,18.185840,-96.877210,POINT (-96.877210 18.185840),155687,Mexico,70,Americas,1,1,12/14/2014 00:00:00,12/14/2014 00:00:00,0,0,2,0,2,2,2,
158799,,2014,False,Clear,3,1088,629,Los Zetas - Civilians,1088,1096,Los Zetas - Civilians,1088,1088,Los Zetas,9999,1,Civilians,1,"""Associated Press Newswires,2014-02-13,Few believe account of Mexican reporter's slaying""",Associated Press Newswires,2014-02-13,Few believe account of Mexican reporter's slaying,Veracruz state authorities,1,Las Choapas town,,Veracruz state,Las Choapas municipality,17.915400,-94.093000,POINT (-94.093000 17.915400),154972,Mexico,70,Americas,2,5,01/01/2014 00:00:00,02/11/2014 00:00:00,0,0,2,0,2,2,2,
158810,,2014,False,Clear,2,12701,11940,Autodefensas Unidas de Michoacán - Los Caballeros Templarios,12701,12701,Autodefensas Unidas de Michoacán - Los Caballeros Templarios,4475,4475,Autodefensas Unidas de Michoacán,1150,1150,Los Caballeros Templarios,1,"""Borderland Beat,2014-01-05,Update: Autodefensa Leader Dr Mireles is Transferred to DF for Safety""",Borderland Beat,2014-01-05,Update: Autodefensa Leader Dr Mireles is Transferred to DF for Safety,Borderland Beat,1,Parácuaro town,,Michoacán state,Parácuaro municipality,19.149260,-102.218710,POINT (-102.218710 19.149260),157116,Mexico,70,Americas,1,1,01/05/2014 00:00:00,01/05/2014 00:00:00,0,0,0,0,0,12,0,
158862,,2014,True,Clear,2,11663,11053,Beltrán Leyva Cartel - Sinaloa Cartel,11663,11663,Beltrán Leyva Cartel - Sinaloa Cartel,1089,1089,Beltrán Leyva Cartel,775,775,Sinaloa Cartel,1,"""Borderland Beat,2014-01-19,Sonora: The Border CIty of Agua Prieta Explodes with Violence""",Borderland Beat,2014-01-19,Sonora: The Border CIty of Agua Prieta Explodes with Violence,"RioDoce-MiMunicipio-Facebook 
Borderland Beat",5,Road between Caborca and Sonoyta,,Sonora state,Caborca municipality,31.020500,-112.388200,POINT (-112.388200 31.020500),174376,Mexico,70,Americas,1,1,01/18/2014 00:00:00,01/18/2014 00:00:00,0,0,0,1,1,1,1,
158864,,2014,True,Clear,2,5543,4933,Gulf Cartel - Los Zetas,5543,5543,Gulf Cartel - Los Zetas,782,782,Gulf Cartel,1088,1088,Los Zetas,1,"""Borderland Beat,2014-01-23,Zacatecas:Zetas Narcomantas Appear in Fresnillo""",Borderland Beat,2014-01-23,Zacatecas:Zetas Narcomantas Appear in Fresnillo,"Zacatecashoy
Borderland Beat",1,Zacatecas town,,Zacatecas state,Zacatecas municipality,22.768430,-102.581410,POINT (-102.581410 22.768430),162155,Mexico,70,Americas,1,1,01/22/2014 00:00:00,01/22/2014 00:00:00,0,0,0,2,2,2,2,
158865,,2014,True,Clear,2,5546,4936,Los Zetas - Sinaloa Cartel,5546,5546,Los Zetas - Sinaloa Cartel,1088,1088,Los Zetas,775,775,Sinaloa Cartel,1,"""Borderland Beat,2014-01-23,Zacatecas:Zetas Narcomantas Appear in Fresnillo""",Borderland Beat,2014-01-23,Zacatecas:Zetas Narcomantas Appear in Fresnillo,Borderland Beat,3,Valparaíso municipality,,Zacatecas state,Valparaíso municipality,22.772770,-103.713190,POINT (-103.713190 22.772770),162153,Mexico,70,Americas,1,2,01/19/2014 00:00:00,01/20/2014 00:00:00,0,0,0,1,1,1,1,
158866,,2014,True,Clear,2,5543,4933,Gulf Cartel - Los Zetas,5543,5543,Gulf Cartel - Los Zetas,782,782,Gulf Cartel,1088,1088,Los Zetas,1,"""Borderland Beat,2014-01-23,Zacatecas:Zetas Narcomantas Appear in Fresnillo""",Borderland Beat,2014-01-23,Zacatecas:Zetas Narcomantas Appear in Fresnillo,Borderland Beat,1,Fresnillo town,,Zacatecas state,Fresnillo municipality,23.181260,-102.871360,POINT (-102.871360 23.181260),162875,Mexico,70,Americas,1,2,01/18/2014 00:00:00,01/21/2014 00:00:00,0,0,0,1,1,1,1,
158872,,2014,True,Clear,2,5262,4652,Juarez Cartel - Sinaloa Cartel,5262,5262,Juarez Cartel - Sinaloa Cartel,793,793,Juarez Cartel,775,775,Sinaloa Cartel,1,"""Borderland Beat,2014-02-07,300 Mexican Army effectives deploy to southern Chihuahua""",Borderland Beat,2014-02-07,300 Mexican Army effectives deploy to southern Chihuahua,"El Diario de Juarez
Borderland Beat",1,Parral town,,Chihuahua state,Hidalgo del Parral municipality,26.929610,-105.666200,POINT (-105.666200 26.929610),167909,Mexico,70,Americas,1,1,02/06/2014 00:00:00,02/06/2014 00:00:00,0,0,0,1,1,1,1,
158873,,2014,True,Clear,2,14336,13393,Sinaloa Cartel - Los Chavez Matamoros faction - Sinaloa Cartel - Los Salgueiro faction,14336,14336,Sinaloa Cartel - Los Chavez Matamoros faction - Sinaloa Cartel - Los Salgueiro faction,6008,6008,Sinaloa Cartel - Los Chavez Matamoros faction,6007,6007,Sinaloa Cartel - Los Salgueiro faction,1,"""Borderland Beat,2014-02-07,300 Mexican Army effectives deploy to southern Chihuahua""",Borderland Beat,2014-02-07,300 Mexican Army effectives deploy to southern Chihuahua,"police
Borderland Beat",3,Guadalupe y Calvo municipality,,Chihuahua state,Guadalupe y Calvo municipality,26.176120,-107.045070,POINT (-107.045070 26.176120),167186,Mexico,70,Americas,1,1,02/05/2014 00:00:00,02/05/2014 00:00:00,0,0,0,1,1,1,1,
158874,,2014,True,Clear,2,5262,4652,Juarez Cartel - Sinaloa Cartel,5262,5262,Juarez Cartel - Sinaloa Cartel,793,793,Juarez Cartel,775,775,Sinaloa Cartel,1,"""Borderland Beat,2014-02-07,300 Mexican Army effectives deploy to southern Chihuahua""",Borderland Beat,2014-02-07,300 Mexican Army effectives deploy to southern Chihuahua,"news account
Borderland Beat",5,Road between Parral and Jimenez municipalities,,Chihuahua state,,26.946400,-105.562100,POINT (-105.562100 26.946400),167909,Mexico,70,Americas,1,2,02/02/2014 00:00:00,02/03/2014 00:00:00,0,0,0,1,1,1,1,
158875,,2014,True,Clear,2,5262,4652,Juarez Cartel - Sinaloa Cartel,5262,5262,Juarez Cartel - Sinaloa Cartel,793,793,Juarez Cartel,775,775,Sinaloa Cartel,1,"""Borderland Beat,2014-02-07,300 Mexican Army effectives deploy to southern Chihuahua""",Borderland Beat,2014-02-07,300 Mexican Army effectives deploy to southern Chihuahua,Borderland Beat,1,Ciudad Jiménez town,,Chihuahua state,Jiménez municipality,27.124370,-104.915230,POINT (-104.915230 27.124370),168631,Mexico,70,Americas,1,1,02/02/2014 00:00:00,02/02/2014 00:00:00,0,0,0,1,1,1,1,
158876,,2014,True,Clear,2,5543,4933,Gulf Cartel - Los Zetas,5543,5543,Gulf Cartel - Los Zetas,782,782,Gulf Cartel,1088,1088,Los Zetas,1,"""Borderland Beat,2014-02-08,Piedras Negras: 2 Bodies Dumped at Cemetery in Retaliation Killings""",Borderland Beat,2014-02-08,Piedras Negras: 2 Bodies Dumped at Cemetery in Retaliation Killings,"police
Eagle Pass Daily
Borderland Beat",1,Piedras Negras town,,Coahuila state,Piedras Negras municipality,28.700070,-100.523530,POINT (-100.523530 28.700070),170799,Mexico,70,Americas,1,1,02/02/2014 00:00:00,02/02/2014 00:00:00,0,0,0,1,1,1,1,
158877,,2014,True,Clear,2,5543,4933,Gulf Cartel - Los Zetas,5543,5543,Gulf Cartel - Los Zetas,782,782,Gulf Cartel,1088,1088,Los Zetas,1,"""Borderland Beat,2014-02-08,Piedras Negras: 2 Bodies Dumped at Cemetery in Retaliation Killings""",Borderland Beat,2014-02-08,Piedras Negras: 2 Bodies Dumped at Cemetery in Retaliation Killings,"Law-enforcement officials
Borderland Beat",1,Piedras Negras town,,Coahuila state,Piedras Negras municipality,28.700070,-100.523530,POINT (-100.523530 28.700070),170799,Mexico,70,Americas,1,1,02/04/2014 00:00:00,02/04/2014 00:00:00,0,0,0,2,2,2,2,
158883,,2014,True,Clear,2,14336,13393,Sinaloa Cartel - Los Chavez Matamoros faction - Sinaloa Cartel - Los Salgueiro faction,14336,14336,Sinaloa Cartel - Los Chavez Matamoros faction - Sinaloa Cartel - Los Salgueiro faction,6008,6008,Sinaloa Cartel - Los Chavez Matamoros faction,6007,6007,Sinaloa Cartel - Los Salgueiro faction,1,"""Borderland Beat,2014-02-13,7 die in southern Chihuahua""",Borderland Beat,2014-02-13,7 die in southern Chihuahua, El Diario de Juarez,3,Guadalupe y Calvo municipality,,Chihuahua state,Guadalupe y Calvo municipality,26.176120,-107.045070,POINT (-107.045070 26.176120),167186,Mexico,70,Americas,1,1,02/09/2014 00:00:00,02/09/2014 00:00:00,0,0,0,2,2,2,2,
158884,,2014,False,Clear,2,5588,4978,La Familia - Los Caballeros Templarios,5588,5588,La Familia - Los Caballeros Templarios,1149,1149,La Familia,1150,1150,Los Caballeros Templarios,1,"""Borderland Beat,2014-02-17,Neza, Mexico: Weekend Rampage leaves 4 Killed and 11 Wounded""",Borderland Beat,2014-02-17,"Neza, Mexico: Weekend Rampage leaves 4 Killed and 11 Wounded","reforma and sipse
Borderland Beat",1,Ciudad Nezahualcoyotl suburb,,México state,Nezahualcóyotl municipality,19.400610,-99.014830,POINT (-99.014830 19.400610),157122,Mexico,70,Americas,1,2,02/15/2014 00:00:00,02/16/2014 00:00:00,0,0,0,2,2,2,2,
158885,,2014,False,Clear,2,5588,4978,La Familia - Los Caballeros Templarios,5588,5588,La Familia - Los Caballeros Templarios,1149,1149,La Familia,1150,1150,Los Caballeros Templarios,1,"""Borderland Beat,2014-02-17,Neza, Mexico: Weekend Rampage leaves 4 Killed and 11 Wounded""",Borderland Beat,2014-02-17,"Neza, Mexico: Weekend Rampage leaves 4 Killed and 11 Wounded",Reforma,1,Ciudad Nezahualcoyotl suburb,,México state,Nezahualcóyotl municipality,19.400610,-99.014830,POINT (-99.014830 19.400610),157122,Mexico,70,Americas,1,2,02/15/2014 00:00:00,02/16/2014 00:00:00,0,0,0,2,2,2,2,
158886,,2014,True,Clear,2,5262,4652,Juarez Cartel - Sinaloa Cartel,5262,5262,Juarez Cartel - Sinaloa Cartel,793,793,Juarez Cartel,775,775,Sinaloa Cartel,1,"""Borderland Beat,2014-02-17,Chihuahua ambush was reaction to police strategy""",Borderland Beat,2014-02-17,Chihuahua ambush was reaction to police strategy,Borderland Beat,1,Parral town,,Chihuahua state,Hidalgo del Parral municipality,26.929610,-105.666200,POINT (-105.666200 26.929610),167909,Mexico,70,Americas,1,1,02/08/2014 00:00:00,02/08/2014 00:00:00,0,0,0,1,1,1,1,
158889,,2014,True,Clear,2,5543,4933,Gulf Cartel - Los Zetas,5543,5543,Gulf Cartel - Los Zetas,782,782,Gulf Cartel,1088,1088,Los Zetas,1,"""Borderland Beat,2014-02-18,Rain uncovers the bodies Proceso (2-18-2014) Translated for Borderland Beat by un vato""",Borderland Beat,2014-02-18,Rain uncovers the bodies Proceso (2-18-2014) Translated for Borderland Beat by un vato,Proceso,5,Northern side of Padilla municipality,,Tamaulipas state,Padilla municipality,24.138440,-98.858500,POINT (-98.858500 24.138440),164323,Mexico,70,Americas,2,5,01/01/2014 00:00:00,02/13/2014 00:00:00,0,0,0,6,6,6,6,
158893,,2014,True,Clear,2,5543,4933,Gulf Cartel - Los Zetas,5543,5543,Gulf Cartel - Los Zetas,782,782,Gulf Cartel,1088,1088,Los Zetas,1,"""Borderland Beat,2014-02-21,8 die in Tamaulipas""",Borderland Beat,2014-02-21,8 die in Tamaulipas,attorney general ,1,El Abra town,,Tamaulipas state,El Mante municipality,22.620580,-99.021420,POINT (-99.021420 22.620580),162162,Mexico,70,Americas,1,5,01/01/2014 00:00:00,02/12/2014 00:00:00,0,0,0,1,1,1,1,
158894,,2014,True,Clear,2,11668,11058,Guerreros Unidos - Los Rojos,11668,11668,Guerreros Unidos - Los Rojos,3298,3298,Guerreros Unidos,3299,3299,Los Rojos,1,"""Borderland Beat,2014-02-22,Massacre In Guerrero?""",Borderland Beat,2014-02-22,Massacre In Guerrero?, police reports,1,Mezcala town,,Guerrero state,Eduardo Neri municipality,17.932400,-99.602570,POINT (-99.602570 17.932400),154961,Mexico,70,Americas,1,2,02/20/2014 00:00:00,02/21/2014 00:00:00,0,0,0,4,4,4,4,
158896,,2014,True,Clear,2,14336,13393,Sinaloa Cartel - Los Chavez Matamoros faction - Sinaloa Cartel - Los Salgueiro faction,14336,14336,Sinaloa Cartel - Los Chavez Matamoros faction - Sinaloa Cartel - Los Salgueiro faction,6008,6008,Sinaloa Cartel - Los Chavez Matamoros faction,6007,6007,Sinaloa Cartel - Los Salgueiro faction,1,"""Borderland Beat,2014-02-22,4 die in southern Chihuahua""",Borderland Beat,2014-02-22,4 die in southern Chihuahua,El Punte Libre ,2,San Juanito town,,Chihuahua state,Bocoyna municiplaity,27.972950,-107.601990,POINT (-107.601990 27.972950),169345,Mexico,70,Americas,1,2,02/17/2014 00:00:00,02/20/2014 00:00:00,0,0,0,4,4,4,4,
158899,,2014,True,Clear,2,14336,13393,Sinaloa Cartel - Los Chavez Matamoros faction - Sinaloa Cartel - Los Salgueiro faction,14336,14336,Sinaloa Cartel - Los Chavez Matamoros faction - Sinaloa Cartel - Los Salgueiro faction,6008,6008,Sinaloa Cartel - Los Chavez Matamoros faction,6007,6007,Sinaloa Cartel - Los Salgueiro faction,1,"""Borderland Beat,2014-02-27,4 die in southern Chihuahua""",Borderland Beat,2014-02-27,4 die in southern Chihuahua,Borderland Beat,2,Road from Creel to Guachochi near ejido San Ignacio Ararekoa,,Chihuahua state,Bocoyna municiplaity,27.714000,-107.612700,POINT (-107.612700 27.714000),169345,Mexico,70,Americas,1,1,02/26/2014 00:00:00,02/26/2014 00:00:00,0,0,0,1,1,1,1,
158900,,2014,True,Clear,2,14336,13393,Sinaloa Cartel - Los Chavez Matamoros faction - Sinaloa Cartel - Los Salgueiro faction,14336,14336,Sinaloa Cartel - Los Chavez Matamoros faction - Sinaloa Cartel - Los Salgueiro faction,6008,6008,Sinaloa Cartel - Los Chavez Matamoros faction,6007,6007,Sinaloa Cartel - Los Salgueiro faction,1,"""Borderland Beat,2014-02-27,4 die in southern Chihuahua""",Borderland Beat,2014-02-27,4 die in southern Chihuahua,El Sol de Parral news daily,3,Guadalupe y Calvo municipality,,Chihuahua state,Guadalupe y Calvo municipality,26.176120,-107.045070,POINT (-107.045070 26.176120),167186,Mexico,70,Americas,1,1,02/25/2014 00:00:00,02/25/2014 00:00:00,0,0,0,1,1,1,1,
158931,,2014,True,Clear,2,5262,4652,Juarez Cartel - Sinaloa Cartel,5262,5262,Juarez Cartel - Sinaloa Cartel,793,793,Juarez Cartel,775,775,Sinaloa Cartel,1,"""Borderland Beat,2014-03-02,Three more found dead in southern Chihuahua state""",Borderland Beat,2014-03-02,Three more found dead in southern Chihuahua state,"El Diario de Chihuahua news daily
Borderland Beat",1,Parral town,,Chihuahua state,Hidalgo del Parral municipality,26.929610,-105.666200,POINT (-105.666200 26.929610),167909,Mexico,70,Americas,1,1,03/01/2014 00:00:00,03/01/2014 00:00:00,0,0,0,1,1,1,1,
158932,,2014,True,Clear,2,5262,4652,Juarez Cartel - Sinaloa Cartel,5262,5262,Juarez Cartel - Sinaloa Cartel,793,793,Juarez Cartel,775,775,Sinaloa Cartel,1,"""Borderland Beat,2014-03-02,Three more found dead in southern Chihuahua state""",Borderland Beat,2014-03-02,Three more found dead in southern Chihuahua state," El Diario de Chihuahua news report
Borderland Beat",1,Santa Rosa village,,Chihuahua state,Hidalgo del Parral municipality,26.961110,-105.642220,POINT (-105.642220 26.961110),167909,Mexico,70,Americas,1,4,02/17/2014 00:00:00,03/01/2014 00:00:00,0,0,0,1,1,1,1,
