id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
183384,,2012,True,Clear,2,5262,4652,Juarez Cartel - Sinaloa Cartel,5262,5262,Juarez Cartel - Sinaloa Cartel,793,793,Juarez Cartel,775,775,Sinaloa Cartel,-1,"Stratfor, Mexico Security Memo: Sinaloa Enforcers Warn of Action in Chihuahua, 2012-04-04",,,,,1,Chihuahua town,,Chihuahua state,Chihuahua municipality,28.633333,-106.083333,POINT (-106.083333 28.633333),170788,Mexico,70,Americas,1,1,03/28/2012 00:00:00,03/28/2012 00:00:00,0,0,0,0,0,1,0,
183385,,2012,True,Clear,2,5262,4652,Juarez Cartel - Sinaloa Cartel,5262,5262,Juarez Cartel - Sinaloa Cartel,793,793,Juarez Cartel,775,775,Sinaloa Cartel,-1,"Stratfor, Mexico Security Memo: Los Zetas Lose an Ally in Guatemala, 2012-04-11",,,,,1,Chihuahua town,,Chihuahua state,Chihuahua municipality,28.633333,-106.083333,POINT (-106.083333 28.633333),170788,Mexico,70,Americas,1,1,04/08/2012 00:00:00,04/08/2012 00:00:00,0,0,0,0,0,3,0,
183386,,2012,True,Clear,2,5262,4652,Juarez Cartel - Sinaloa Cartel,5262,5262,Juarez Cartel - Sinaloa Cartel,793,793,Juarez Cartel,775,775,Sinaloa Cartel,-1,"Stratfor, Mexico Security Memo: CJNG Activities in Michoacan and Cancun, 2012-04-18",,,,,1,Chihuahua town,,Chihuahua state,Chihuahua municipality,28.633333,-106.083333,POINT (-106.083333 28.633333),170788,Mexico,70,Americas,1,1,04/11/2012 00:00:00,04/11/2012 00:00:00,0,0,0,1,1,1,1,
183387,,2012,True,Clear,2,5262,4652,Juarez Cartel - Sinaloa Cartel,5262,5262,Juarez Cartel - Sinaloa Cartel,793,793,Juarez Cartel,775,775,Sinaloa Cartel,-1,"Borderland Beat, 11 dead following intergang shootout in Chihuahua state -- UPDATED, 2012-03-26",,,,,1,La Guitarra village,,Chihuahua state,Temósachi municipality,28.601900,-108.550200,POINT (-108.550200 28.601900),170783,Mexico,70,Americas,1,2,03/25/2012 00:00:00,03/26/2012 00:00:00,0,0,0,10,10,11,0,
183388,,2012,True,Clear,2,5262,4652,Juarez Cartel - Sinaloa Cartel,5262,5262,Juarez Cartel - Sinaloa Cartel,793,793,Juarez Cartel,775,775,Sinaloa Cartel,-1,"Reuters, UPDATE 1-Fifteen killed in northern Mexican bar shootout, 2012-04-22",,,,,1,Chihuahua town,,Chihuahua state,Chihuahua municipality,28.633333,-106.083333,POINT (-106.083333 28.633333),170788,Mexico,70,Americas,1,1,04/20/2012 00:00:00,04/20/2012 00:00:00,0,0,0,0,0,2,0,
183390,,2012,True,Clear,2,5262,4652,Juarez Cartel - Sinaloa Cartel,5262,5262,Juarez Cartel - Sinaloa Cartel,793,793,Juarez Cartel,775,775,Sinaloa Cartel,-1,"AP, Mexican army says gang killings in border city of Ciudad Juarez down 42 percent this year, 2012-07-11",,,,"Gen. Emilio Zarate, the local army commander in Ciudad Juarez",1,Ciudad Juárez town,,Chihuahua state,Juárez municipality,31.739444,-106.486944,POINT (-106.486944 31.739444),175108,Mexico,70,Americas,2,5,01/01/2012 00:00:00,06/30/2012 00:00:00,0,0,0,0,0,392,0,
183391,,2012,True,Clear,2,5262,4652,Juarez Cartel - Sinaloa Cartel,5262,5262,Juarez Cartel - Sinaloa Cartel,793,793,Juarez Cartel,775,775,Sinaloa Cartel,-1,"Insight Crime, Violence in Mexico 2012: A Halfway Report , 2012-07-16",,,,Latina Consultores,1,Ciudad Juárez town,,Chihuahua state,Juárez municipality,31.739444,-106.486944,POINT (-106.486944 31.739444),175108,Mexico,70,Americas,2,5,01/01/2012 00:00:00,06/30/2012 00:00:00,0,0,0,466,466,466,466,
183393,,2012,True,Clear,2,5262,4652,Juarez Cartel - Sinaloa Cartel,5262,5262,Juarez Cartel - Sinaloa Cartel,793,793,Juarez Cartel,775,775,Sinaloa Cartel,-1,"Borderland beat, The Drug War in the Sierra Tarahumara and the Fall of a “Robin Hood” , 2012-11-05",,,,Proceso,3,Uruachi municipality,,Chihuahua state,Uruachi municipality,27.846690,-108.367120,POINT (-108.367120 27.846690),169344,Mexico,70,Americas,1,1,10/27/2012 00:00:00,10/27/2012 00:00:00,0,1,1,0,2,2,2,
183394,,2012,True,Clear,2,5262,4652,Juarez Cartel - Sinaloa Cartel,5262,5262,Juarez Cartel - Sinaloa Cartel,793,793,Juarez Cartel,775,775,Sinaloa Cartel,-1,"Borderland beat, 2 Grim Discoveries in Chihuahua -19 Dead Bodies , 2012-11.25",,,,,3,Meoqui municipality,,Chihuahua state,Meoqui municipality,28.339260,-105.527650,POINT (-105.527650 28.339260),170069,Mexico,70,Americas,1,1,11/24/2012 00:00:00,11/24/2012 00:00:00,0,0,0,5,5,5,0,
183396,,2012,True,Clear,2,5262,4652,Juarez Cartel - Sinaloa Cartel,5262,5262,Juarez Cartel - Sinaloa Cartel,793,793,Juarez Cartel,775,775,Sinaloa Cartel,-1,"AP, Police find tortured, bound bodies of 4; shooting leaves 5 dead in northern Mexican state, 2012-11-26",,,,,2,Creel town,,Chihuahua state,Bocoyna municiplaity,27.750540,-107.635200,POINT (-107.635200 27.750540),169345,Mexico,70,Americas,1,1,11/26/2012 00:00:00,11/26/2012 00:00:00,0,0,0,0,0,4,0,
183397,,2012,True,Clear,2,5262,4652,Juarez Cartel - Sinaloa Cartel,5262,5262,Juarez Cartel - Sinaloa Cartel,793,793,Juarez Cartel,775,775,Sinaloa Cartel,-1,"Insight Crime, Mexico Violence Up in November, According to Consultancy Firm , 2012-12-11",,,,Lantia Consultores,1,Ciudad Juárez town,,Chihuahua state,Juárez municipality,31.739444,-106.486944,POINT (-106.486944 31.739444),175108,Mexico,70,Americas,2,4,11/01/2012 00:00:00,11/30/2012 00:00:00,0,0,0,41,41,41,41,
183398,,2012,True,Clear,2,5262,4652,Juarez Cartel - Sinaloa Cartel,5262,5262,Juarez Cartel - Sinaloa Cartel,793,793,Juarez Cartel,775,775,Sinaloa Cartel,-1,"AP, Gunmen kill at least 6 during rampage in north Mexico town; troops kill 7 gunmen in 2 clashes, 2012-12-09",,,,,1,Guadalupe y Calvo town,,Chihuahua state,Guadalupe y Calvo municipality,26.091170,-106.962600,POINT (-106.962600 26.091170),167187,Mexico,70,Americas,1,1,12/07/2012 00:00:00,12/07/2012 00:00:00,0,0,1,0,1,6,0,
183400,,2012,True,Clear,2,5546,4936,Los Zetas - Sinaloa Cartel,5546,5546,Los Zetas - Sinaloa Cartel,1088,1088,Los Zetas,775,775,Sinaloa Cartel,-1,"EFE, Attacks Leave 8 Dead, 4 Wounded in Northern Mexico , 2012-01-30",,,,,1,Torreón town,,Coahuila state,Torreón municipality,25.543330,-103.417605,POINT (-103.417605 25.543330),166474,Mexico,70,Americas,1,2,01/28/2012 00:00:00,01/29/2012 00:00:00,0,0,0,5,5,5,5,
183401,,2012,True,Clear,2,5546,4936,Los Zetas - Sinaloa Cartel,5546,5546,Los Zetas - Sinaloa Cartel,1088,1088,Los Zetas,775,775,Sinaloa Cartel,-1,"Latin America Herald Tribune, Seven Gunned Down in Northern Mexico , 2012-02-12",,,,prosecutors,1,Torreón town,,Coahuila state,Torreón municipality,25.543330,-103.417605,POINT (-103.417605 25.543330),166474,Mexico,70,Americas,1,1,02/12/2012 00:00:00,02/12/2012 00:00:00,0,0,0,0,0,7,0,
183402,,2012,True,Clear,2,5546,4936,Los Zetas - Sinaloa Cartel,5546,5546,Los Zetas - Sinaloa Cartel,1088,1088,Los Zetas,775,775,Sinaloa Cartel,-1,"Borderland Beat, 7 die in La Laguna , 2012-02-22",,,,,1,Torreón town,,Coahuila state,Torreón municipality,25.543330,-103.417605,POINT (-103.417605 25.543330),166474,Mexico,70,Americas,1,1,02/21/2012 00:00:00,02/21/2012 00:00:00,0,0,0,4,4,4,4,
183403,,2012,True,Clear,2,5546,4936,Los Zetas - Sinaloa Cartel,5546,5546,Los Zetas - Sinaloa Cartel,1088,1088,Los Zetas,775,775,Sinaloa Cartel,-1,"AFP, Seven decapitated bodies dumped on Mexico street, 2012-03-01",,,,,1,Santiago Papasquiaro town,,Durango state,Santiago Papasquiaro municipality,25.043890,-105.419170,POINT (-105.419170 25.043890),165750,Mexico,70,Americas,1,1,03/01/2012 00:00:00,03/01/2012 00:00:00,0,0,0,0,0,9,0,
183404,,2012,True,Clear,2,5546,4936,Los Zetas - Sinaloa Cartel,5546,5546,Los Zetas - Sinaloa Cartel,1088,1088,Los Zetas,775,775,Sinaloa Cartel,-1,"Stratfor, Mexico Security Memo: CJNG Activities in Michoacan and Cancun, 2012-04-18",,,,,1,Torreón town,,Coahuila state,Torreón municipality,25.543330,-103.417605,POINT (-103.417605 25.543330),166474,Mexico,70,Americas,1,1,04/12/2012 00:00:00,04/12/2012 00:00:00,0,0,0,0,0,3,0,
183406,,2012,True,Clear,2,5546,4936,Los Zetas - Sinaloa Cartel,5546,5546,Los Zetas - Sinaloa Cartel,1088,1088,Los Zetas,775,775,Sinaloa Cartel,-1,"Borderland beat, 12 butchered in Durango state in 10 days , 2012-97-01",,,,,2,Los Pascuales village,,Durango state,Santiago Papasquiaro municipality,25.184990,-105.547570,POINT (-105.547570 25.184990),165749,Mexico,70,Americas,1,1,06/28/2012 00:00:00,06/28/2012 00:00:00,0,0,0,0,0,2,0,
183408,,2012,True,Clear,2,5546,4936,Los Zetas - Sinaloa Cartel,5546,5546,Los Zetas - Sinaloa Cartel,1088,1088,Los Zetas,775,775,Sinaloa Cartel,-1,"Stratfor, Mexico Security Memo: Rise in Meth and Heroin Production , 2012-03-21",,,,,1,Guadalajara town,,Jalisco state,Guadalajara municipality,20.666823,-103.391824,POINT (-103.391824 20.666823),159274,Mexico,70,Americas,1,1,03/17/2012 00:00:00,03/17/2012 00:00:00,0,1,0,0,1,1,1,
183409,,2012,True,Clear,2,5546,4936,Los Zetas - Sinaloa Cartel,5546,5546,Los Zetas - Sinaloa Cartel,1088,1088,Los Zetas,775,775,Sinaloa Cartel,-1,"Borderland Beat, Graphic: El Chapo Challenges Lazcano and Z 40 in Nuevo Laredo, Tamaulipas, 2012-03-28, Borderland beat, Chapo Leaves Message with Decapitated Bodies Issues Threat against NL Mayor , 2012-05-06",,,,,1,Nuevo Laredo town,,Tamaulipas state,Nuevo Laredo municipality,27.484635,-99.522106,POINT (-99.522106 27.484635),168641,Mexico,70,Americas,1,1,03/26/2012 00:00:00,03/26/2012 00:00:00,7,0,0,0,7,7,7,
183410,,2012,True,Clear,2,5546,4936,Los Zetas - Sinaloa Cartel,5546,5546,Los Zetas - Sinaloa Cartel,1088,1088,Los Zetas,775,775,Sinaloa Cartel,-1,"Stratfor, Mexico Security Memo: Sinaloa Enforcers Warn of Action in Chihuahua, 2012-04-04",,,,,1,Culiacán town,,Sinaloa state,Culiacán municipality,24.790320,-107.387820,POINT (-107.387820 24.790320),165026,Mexico,70,Americas,1,1,03/28/2012 00:00:00,03/28/2012 00:00:00,0,5,0,0,5,5,5,
183411,,2012,True,Clear,2,5546,4936,Los Zetas - Sinaloa Cartel,5546,5546,Los Zetas - Sinaloa Cartel,1088,1088,Los Zetas,775,775,Sinaloa Cartel,-1,"Borderland beat, 3 die in intergang shootout in Durango state , 2012-04-15",,,,,1,San Miguel de Cruces village,,Durango state,San Dimas municipality,24.412550,-105.841520,POINT (-105.841520 24.412550),164309,Mexico,70,Americas,1,1,04/14/2012 00:00:00,04/14/2012 00:00:00,0,0,0,0,0,3,0,
183412,,2012,True,Clear,2,5546,4936,Los Zetas - Sinaloa Cartel,5546,5546,Los Zetas - Sinaloa Cartel,1088,1088,Los Zetas,775,775,Sinaloa Cartel,-1,"Borderland beat, April 23rd Death in Durango: 9 die , 2012-04-23",,,,,3,Mapimí municipality,,Durango state,Mapimí municipality,26.190950,-104.054630,POINT (-104.054630 26.190950),167192,Mexico,70,Americas,1,1,04/21/2012 00:00:00,04/21/2012 00:00:00,0,0,0,0,0,2,0,
183413,,2012,True,Clear,2,5546,4936,Los Zetas - Sinaloa Cartel,5546,5546,Los Zetas - Sinaloa Cartel,1088,1088,Los Zetas,775,775,Sinaloa Cartel,-1,"Borderland beat, April 23rd Death in Durango: 9 die , 2012-04-23",,,,,1,Durango town,,Durango state,Durango municipality,24.020320,-104.657560,POINT (-104.657560 24.020320),164311,Mexico,70,Americas,1,1,04/21/2012 00:00:00,04/21/2012 00:00:00,0,0,0,0,0,1,0,
183414,,2012,True,Clear,2,5546,4936,Los Zetas - Sinaloa Cartel,5546,5546,Los Zetas - Sinaloa Cartel,1088,1088,Los Zetas,775,775,Sinaloa Cartel,-1,"Borderland beat, Death in Durango: 7 die , 2012-05-10",,,,,1,Ignacio Zaragoza village,,Durango state,Coneto de Comonfort municipality,25.137540,-104.985730,POINT (-104.985730 25.137540),165751,Mexico,70,Americas,1,1,04/30/2012 00:00:00,04/30/2012 00:00:00,0,0,0,0,0,1,0,
183415,,2012,True,Clear,2,5546,4936,Los Zetas - Sinaloa Cartel,5546,5546,Los Zetas - Sinaloa Cartel,1088,1088,Los Zetas,775,775,Sinaloa Cartel,-1,"Afp, 14 headless bodies found in north Mexico border city, 2012-05-04,AP, 49 headless corpses latest victims as rival Mexico cartels seek to escalate body count, 2012-05-15, Insight Crime, Threatening Banners, 23 Dead as Zetas Fight Rivals in Nuevo Laredo , 2012-05-07",,,,,1,Nuevo Laredo town,,Tamaulipas state,Nuevo Laredo municipality,27.484635,-99.522106,POINT (-99.522106 27.484635),168641,Mexico,70,Americas,1,1,05/04/2012 00:00:00,05/04/2012 00:00:00,0,0,0,14,14,14,14,
183416,,2012,True,Clear,2,5546,4936,Los Zetas - Sinaloa Cartel,5546,5546,Los Zetas - Sinaloa Cartel,1088,1088,Los Zetas,775,775,Sinaloa Cartel,-1,"AFP, Mexico police find 12 dead, apparent gangland victims, 2012-05-09, Reuters, Twelve decapitated near Guadalajara, drug gang suspected, 2012-05-09, AP, 49 headless corpses latest victims as rival Mexico cartels seek to escalate body count, 2012-05-15, AP, 49 headless corpses latest victims as rival Mexico cartels seek to escalate body count, 2012-05-15,  Reuters, SPECIAL REPORT: Mexico's Zetas rewrite drug war in blood, 2012-05-23",,,,,1,Ixtlahuacán de los Membrillos town,,Jalisco state,Ixtlahuacán de los Membrillos municipality,20.348600,-103.193360,POINT (-103.193360 20.348600),158554,Mexico,70,Americas,1,1,05/09/2012 00:00:00,05/09/2012 00:00:00,0,9,9,0,18,18,18,
183417,,2012,True,Clear,2,5546,4936,Los Zetas - Sinaloa Cartel,5546,5546,Los Zetas - Sinaloa Cartel,1088,1088,Los Zetas,775,775,Sinaloa Cartel,-1,"Borderland beat, 6 die in intergang shootout in Durango state , 2012-05-11",,,,,3,Pueblo Nuevo municipality,,Durango state,Pueblo Nuevo municipality,23.414050,-105.340210,POINT (-105.340210 23.414050),162870,Mexico,70,Americas,1,1,05/11/2012 00:00:00,05/11/2012 00:00:00,0,0,0,0,0,6,0,
183418,,2012,True,Clear,2,5546,4936,Los Zetas - Sinaloa Cartel,5546,5546,Los Zetas - Sinaloa Cartel,1088,1088,Los Zetas,775,775,Sinaloa Cartel,-1,"AP, Mexican cartel uses new tactic of aerial leafletting to criticize northern state governor, 2012-05-30",,,,,4,Sinaloa state,,Sinaloa state,,25.000000,-107.500000,POINT (-107.500000 25.000000),165746,Mexico,70,Americas,1,1,05/27/2012 00:00:00,05/27/2012 00:00:00,1,0,0,0,1,1,1,
183419,,2012,True,Clear,2,5546,4936,Los Zetas - Sinaloa Cartel,5546,5546,Los Zetas - Sinaloa Cartel,1088,1088,Los Zetas,775,775,Sinaloa Cartel,-1,"Insight Crime, Violence in Mexico 2012: A Halfway Report, 2012-07-16",,,,Latina Consultores,1,Torreón town,,Coahuila state,Torreón municipality,25.543330,-103.417605,POINT (-103.417605 25.543330),166474,Mexico,70,Americas,2,5,01/01/2012 00:00:00,05/31/2012 00:00:00,0,0,0,151,151,151,151,
183420,,2012,True,Clear,2,5546,4936,Los Zetas - Sinaloa Cartel,5546,5546,Los Zetas - Sinaloa Cartel,1088,1088,Los Zetas,775,775,Sinaloa Cartel,-1,"AFP, 11 killed in attack on Mexican drug rehab center, 2012-06-04",,,,,1,Torreón town,,Coahuila state,Torreón municipality,25.543330,-103.417605,POINT (-103.417605 25.543330),166474,Mexico,70,Americas,1,1,06/03/2012 00:00:00,06/03/2012 00:00:00,0,0,0,11,11,11,11,
183421,,2012,True,Clear,2,5546,4936,Los Zetas - Sinaloa Cartel,5546,5546,Los Zetas - Sinaloa Cartel,1088,1088,Los Zetas,775,775,Sinaloa Cartel,-1,"Borderland beat, 4 more dead found in Durango state , 2012-06-30",,,,,3,Lerdo municipality,,Durango state,Lerdo municipality,25.484800,-103.602720,POINT (-103.602720 25.484800),165753,Mexico,70,Americas,2,5,01/01/2012 00:00:00,06/28/2012 00:00:00,0,0,0,0,0,4,0,
183422,,2012,True,Clear,2,5546,4936,Los Zetas - Sinaloa Cartel,5546,5546,Los Zetas - Sinaloa Cartel,1088,1088,Los Zetas,775,775,Sinaloa Cartel,-1,"Borderland beat, 12 butchered in Durango state in 10 days , 2012-97-01",,,,,5,La Laguna region,,,,25.535500,-103.422200,POINT (-103.422200 25.535500),166474,Mexico,70,Americas,2,4,06/21/2012 00:00:00,06/30/2012 00:00:00,0,0,0,0,0,4,0,
183423,,2012,True,Clear,2,5546,4936,Los Zetas - Sinaloa Cartel,5546,5546,Los Zetas - Sinaloa Cartel,1088,1088,Los Zetas,775,775,Sinaloa Cartel,-1,"Borderland beat, 12 butchered in Durango state in 10 days , 2012-97-01",,,,,4,Durango state,,Durango state,,24.833333,-104.833333,POINT (-104.833333 24.833333),165031,Mexico,70,Americas,1,4,06/21/2012 00:00:00,06/30/2012 00:00:00,0,0,0,0,0,1,0,
183424,,2012,True,Clear,2,5546,4936,Los Zetas - Sinaloa Cartel,5546,5546,Los Zetas - Sinaloa Cartel,1088,1088,Los Zetas,775,775,Sinaloa Cartel,-1,"Borderland beat, Homicides break out in Torreon as a result of capture , 2012-07-12",,,,,1,Torreón town,,Coahuila state,Torreón municipality,25.543330,-103.417605,POINT (-103.417605 25.543330),166474,Mexico,70,Americas,1,1,07/08/2012 00:00:00,07/08/2012 00:00:00,0,0,0,5,5,5,5,
183425,,2012,True,Clear,2,5546,4936,Los Zetas - Sinaloa Cartel,5546,5546,Los Zetas - Sinaloa Cartel,1088,1088,Los Zetas,775,775,Sinaloa Cartel,-1,"Reuters, Gunmen ambush police in western Mexico, 11 killed, 2012-07-09",,,,,1,Torreón town,,Coahuila state,Torreón municipality,25.543330,-103.417605,POINT (-103.417605 25.543330),166474,Mexico,70,Americas,1,1,07/09/2012 00:00:00,07/09/2012 00:00:00,0,0,0,7,7,7,7,
183426,,2012,True,Clear,2,5546,4936,Los Zetas - Sinaloa Cartel,5546,5546,Los Zetas - Sinaloa Cartel,1088,1088,Los Zetas,775,775,Sinaloa Cartel,-1,"Insight Crime, Violence in Mexico 2012: A Halfway Report, 2012-07-16",,,,Latina Consultores,1,Torreón town,,Coahuila state,Torreón municipality,25.543330,-103.417605,POINT (-103.417605 25.543330),166474,Mexico,70,Americas,2,4,06/01/2012 00:00:00,06/30/2012 00:00:00,0,0,0,72,72,72,72,
183427,,2012,True,Clear,2,5546,4936,Los Zetas - Sinaloa Cartel,5546,5546,Los Zetas - Sinaloa Cartel,1088,1088,Los Zetas,775,775,Sinaloa Cartel,-1,"Borderland beat, Death in Durango: 7 die , 2012-07-05",,,,,5,Road between Santiago Papasquiaros and Tepehuanes,,Durango state,,25.299900,-105.684700,POINT (-105.684700 25.299900),165749,Mexico,70,Americas,1,1,07/04/2012 00:00:00,07/04/2012 00:00:00,0,0,0,0,0,2,0,
183428,,2012,True,Clear,2,5546,4936,Los Zetas - Sinaloa Cartel,5546,5546,Los Zetas - Sinaloa Cartel,1088,1088,Los Zetas,775,775,Sinaloa Cartel,-1,"AP, US places relatives of Sinaloa cartel drug lord on kingpin list, 2012-07-25",,,,,1,Juárez town,,Nuevo León state,Juárez municipality,25.647240,-100.095820,POINT (-100.095820 25.647240),166480,Mexico,70,Americas,1,1,07/24/2012 00:00:00,07/24/2012 00:00:00,0,0,0,6,6,6,6,
183429,,2012,True,Clear,2,5546,4936,Los Zetas - Sinaloa Cartel,5546,5546,Los Zetas - Sinaloa Cartel,1088,1088,Los Zetas,775,775,Sinaloa Cartel,-1,"Borderland Beat, Death in Durango: 7 die , 2012-08-02",,,,,2,Cinco de Julio village,,Durango state,San Bernardo municipality,26.024260,-105.499470,POINT (-105.499470 26.024260),167190,Mexico,70,Americas,1,1,08/02/2012 00:00:00,08/02/2012 00:00:00,0,0,0,0,0,4,0,
183430,,2012,True,Clear,2,5546,4936,Los Zetas - Sinaloa Cartel,5546,5546,Los Zetas - Sinaloa Cartel,1088,1088,Los Zetas,775,775,Sinaloa Cartel,-1,"Borderland Beat, Death in Durango: 11 die  , 2012-09-20",,,,,3,Tlahualilo municipality,,Durango state,Tlahualilo municipality,26.053300,-103.524600,POINT (-103.524600 26.053300),167193,Mexico,70,Americas,1,1,09/18/2012 00:00:00,09/18/2012 00:00:00,0,0,0,0,0,1,0,
183431,,2012,True,Clear,2,5546,4936,Los Zetas - Sinaloa Cartel,5546,5546,Los Zetas - Sinaloa Cartel,1088,1088,Los Zetas,775,775,Sinaloa Cartel,-1,"AFP, Fourteen killed across bloodstained Mexico, 2012-08-09, borderland beat, 14 Bodies Found in SLP- Death Toll Climbs in Mexico's Bloody Week , 2012-08-09",,,,,1,Torreón town,,Coahuila state,Torreón municipality,25.543330,-103.417605,POINT (-103.417605 25.543330),166474,Mexico,70,Americas,1,1,08/08/2012 00:00:00,08/08/2012 00:00:00,0,0,0,4,4,4,4,
183432,,2012,True,Clear,2,5546,4936,Los Zetas - Sinaloa Cartel,5546,5546,Los Zetas - Sinaloa Cartel,1088,1088,Los Zetas,775,775,Sinaloa Cartel,-1,"Borderland Beat, 2012 a Violent Year in Coahuila , 2012-12-29",,,,,1,Torreón town,,Coahuila state,Torreón municipality,25.543330,-103.417605,POINT (-103.417605 25.543330),166474,Mexico,70,Americas,1,1,11/03/2012 00:00:00,11/03/2012 00:00:00,0,0,0,4,4,4,4,
183433,,2012,True,Clear,2,5546,4936,Los Zetas - Sinaloa Cartel,5546,5546,Los Zetas - Sinaloa Cartel,1088,1088,Los Zetas,775,775,Sinaloa Cartel,-1,"AP, Gunmen kill 7, wound 17 in attack on mourners at funeral in Mexico, 2012-09-25, AFP, Nine killed in Mexico cemetery shootout, 2012-09-25",,,,,1,Torreón town,,Coahuila state,Torreón municipality,25.543330,-103.417605,POINT (-103.417605 25.543330),166474,Mexico,70,Americas,1,1,09/24/2012 00:00:00,09/24/2012 00:00:00,0,0,2,5,7,9,7,
183434,,2012,True,Clear,2,5546,4936,Los Zetas - Sinaloa Cartel,5546,5546,Los Zetas - Sinaloa Cartel,1088,1088,Los Zetas,775,775,Sinaloa Cartel,-1,"AP, 4 tortured bodies found hanging from highway overpass in northern Mexico city of Saltillo, 2012-12-07, Southern Pulse, Cartels fuel deadly violence in Torreon, 2012-12-13",,,,,1,Torreón town,,Coahuila state,Torreón municipality,25.543330,-103.417605,POINT (-103.417605 25.543330),166474,Mexico,70,Americas,1,1,12/02/2012 00:00:00,12/02/2012 00:00:00,0,0,0,7,7,9,7,
183436,,2012,True,Clear,2,11662,11052,Jalisco Cartel New Generation - Los Caballeros Templarios,11662,11662,Jalisco Cartel New Generation - Los Caballeros Templarios,1151,1151,Jalisco Cartel New Generation,1150,1150,Los Caballeros Templarios,-1,"Borderland Beat, Turf War in Guanajuato Leaves 8 Dead, 2012-02-19",,,,,1,Salvatierra town,,Guanajuato state,Salvatierra municipality,20.212490,-100.879230,POINT (-100.879230 20.212490),158559,Mexico,70,Americas,1,2,02/12/2012 00:00:00,02/16/2012 00:00:00,0,0,0,1,1,1,1,
183437,,2012,True,Clear,2,11662,11052,Jalisco Cartel New Generation - Los Caballeros Templarios,11662,11662,Jalisco Cartel New Generation - Los Caballeros Templarios,1151,1151,Jalisco Cartel New Generation,1150,1150,Los Caballeros Templarios,-1,"Borderland Beat, Turf War in Guanajuato Leaves 8 Dead, 2012-02-19",,,,,1,Villagrán town,,Guanajuato state,Villagrán municipality,20.514520,-100.997450,POINT (-100.997450 20.514520),159279,Mexico,70,Americas,1,2,02/12/2012 00:00:00,02/16/2012 00:00:00,0,0,0,1,1,1,1,
183438,,2012,True,Clear,2,11662,11052,Jalisco Cartel New Generation - Los Caballeros Templarios,11662,11662,Jalisco Cartel New Generation - Los Caballeros Templarios,1151,1151,Jalisco Cartel New Generation,1150,1150,Los Caballeros Templarios,-1,"Borderland Beat, Turf War in Guanajuato Leaves 8 Dead, 2012-02-19",,,,,1,Cortazar town,,Guanajuato state,Cortazar municipality,20.480080,-100.960670,POINT (-100.960670 20.480080),158559,Mexico,70,Americas,1,2,02/12/2012 00:00:00,02/16/2012 00:00:00,0,0,0,1,1,1,1,
183439,,2012,True,Clear,2,11662,11052,Jalisco Cartel New Generation - Los Caballeros Templarios,11662,11662,Jalisco Cartel New Generation - Los Caballeros Templarios,1151,1151,Jalisco Cartel New Generation,1150,1150,Los Caballeros Templarios,-1,"Borderland Beat, Turf War in Guanajuato Leaves 8 Dead, 2012-02-19",,,,,1,Celaya town,,Guanajuato state,Celaya municipality,20.523530,-100.815700,POINT (-100.815700 20.523530),159279,Mexico,70,Americas,1,2,02/12/2012 00:00:00,02/16/2012 00:00:00,0,0,0,1,1,1,1,
183440,,2012,True,Clear,2,11662,11052,Jalisco Cartel New Generation - Los Caballeros Templarios,11662,11662,Jalisco Cartel New Generation - Los Caballeros Templarios,1151,1151,Jalisco Cartel New Generation,1150,1150,Los Caballeros Templarios,-1,"Borderland Beat, Turf War in Guanajuato Leaves 8 Dead, 2012-02-19",,,,,3,Apaseo el Alto municipality,,Guanajuato state,Apaseo el Alto municipality,20.426780,-100.567610,POINT (-100.567610 20.426780),158559,Mexico,70,Americas,1,2,02/12/2012 00:00:00,02/16/2012 00:00:00,0,0,0,3,3,3,3,
183441,,2012,True,Clear,2,11662,11052,Jalisco Cartel New Generation - Los Caballeros Templarios,11662,11662,Jalisco Cartel New Generation - Los Caballeros Templarios,1151,1151,Jalisco Cartel New Generation,1150,1150,Los Caballeros Templarios,-1,"Borderland Beat, Turf War in Guanajuato Leaves 8 Dead, 2012-02-19",,,,,1,Acámbaro town,,Guanajuato state,Acámbaro municipality,20.030240,-100.722490,POINT (-100.722490 20.030240),158559,Mexico,70,Americas,1,1,02/16/2012 00:00:00,02/16/2012 00:00:00,0,0,0,1,1,1,1,
183442,,2012,True,Clear,2,11662,11052,Jalisco Cartel New Generation - Los Caballeros Templarios,11662,11662,Jalisco Cartel New Generation - Los Caballeros Templarios,1151,1151,Jalisco Cartel New Generation,1150,1150,Los Caballeros Templarios,-1,"Stratfor, Mexico Security Memo: Sinaloa Enforcers Warn of Action in Chihuahua, 2012-04-04",,,,,3,Marcos Castellanos municipality,,Michoacán state,Marcos Castellanos municipality,20.035130,-102.972740,POINT (-102.972740 20.035130),158555,Mexico,70,Americas,1,1,04/01/2012 00:00:00,04/01/2012 00:00:00,0,0,0,0,0,4,0,
