id,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
62325,2013,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""Agence France Presse,2013-06-28,Cafe attacks in Iraq kill 17""",Agence France Presse,2013-06-28,Cafe attacks in Iraq kill 17,AFP,1,Baghdād city,,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,06/27/2013 00:00:00,06/27/2013 00:00:00,0,0,0,4,4,4,4
62327,2013,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""Reuters News,2013-06-27,REFILE-UPDATE 1- At least 22 killed as bombs tear through coffee shops in Iraq""",Reuters News,2013-06-27,REFILE-UPDATE 1- At least 22 killed as bombs tear through coffee shops in Iraq,Police,4,Bābil province,,Bābil province,,32.666667,44.583333,POINT (44.583333 32.666667),176850,Iraq,645,Middle East,1,1,06/27/2013 00:00:00,06/27/2013 00:00:00,0,0,0,3,3,3,3
62329,2013,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""Reuters News,2013-06-27,REFILE-UPDATE 1- At least 22 killed as bombs tear through coffee shops in Iraq""",Reuters News,2013-06-27,REFILE-UPDATE 1- At least 22 killed as bombs tear through coffee shops in Iraq,Police and medical sources,1,Baghdād city,,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,06/27/2013 00:00:00,06/27/2013 00:00:00,0,0,0,4,4,4,4
62331,2013,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,1,"""Agence France Presse,2013-06-28,Iraq attacks on police, Sunni militia kill 15""",Agence France Presse,2013-06-28,"Iraq attacks on police, Sunni militia kill 15",Sahwa Colonel Jubeir Nayef and Dr Ahmad al-Aani of Ramadi hospital,2,Ramādī town,,Al Anbār province,Qaḑā’ ar Ramādī,33.42056,43.307779,POINT (43.307779 33.420560),177567,Iraq,645,Middle East,1,1,06/28/2013 00:00:00,06/28/2013 00:00:00,5,0,0,4,9,9,9
62333,2013,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,1,"""Agence France Presse,2013-06-28,Iraq attacks on police, Sunni militia kill 15""",Agence France Presse,2013-06-28,"Iraq attacks on police, Sunni militia kill 15",AFP,1,Baghdād city,,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,2,06/27/2013 00:00:00,06/28/2013 00:00:00,1,0,0,0,1,1,0
62334,2013,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,1,"""Agence France Presse,2013-06-28,Iraq attacks on police, Sunni militia kill 15""",Agence France Presse,2013-06-28,"Iraq attacks on police, Sunni militia kill 15",AFP,1,Sharqāţ town,,Şalāḩ ad Dīn province,Qaḑā’ Sharqāţ,35.486038,43.240801,POINT (43.240801 35.486038),180447,Iraq,645,Middle East,1,1,06/28/2013 00:00:00,06/28/2013 00:00:00,1,0,0,0,1,1,0
62336,2013,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,1,"""Agence France Presse,2013-06-28,Iraq attacks on police, Sunni militia kill 15""",Agence France Presse,2013-06-28,"Iraq attacks on police, Sunni militia kill 15",Officials,2,Dujail town,,Şalāḩ ad Dīn province,Qaḑā’ Balad,33.846667,44.23444,POINT (44.234440 33.846667),178289,Iraq,645,Middle East,1,1,06/28/2013 00:00:00,06/28/2013 00:00:00,4,1,0,0,5,5,5
62337,2013,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""Reuters News,2013-06-28,UPDATE 2-Bombs hit Iraq funeral and football stadium, killing 22""",Reuters News,2013-06-28,"UPDATE 2-Bombs hit Iraq funeral and football stadium, killing 22",Police,1,Al Madā’in town,,Baghdād province,Al Madā’in district,33.15,44.616667,POINT (44.616667 33.150000),177570,Iraq,645,Middle East,1,1,06/28/2013 00:00:00,06/28/2013 00:00:00,0,0,5,0,5,5,5
62338,2013,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""Reuters News,2013-06-28,UPDATE 2-Bombs hit Iraq funeral and football stadium, killing 22""",Reuters News,2013-06-28,"UPDATE 2-Bombs hit Iraq funeral and football stadium, killing 22",Police,1,Baghdād city,,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,06/28/2013 00:00:00,06/28/2013 00:00:00,0,0,0,3,3,3,3
62342,2013,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,2,"""Agence France Presse,2013-06-29,Iraq attacks in Sunni areas kill 10"";""Agence France Presse,2013-06-29,Iraq attacks kill six: officials""",Agence France Presse;Agence France Presse,2013-06-29;2013-06-29,Iraq attacks in Sunni areas kill 10;Iraq attacks kill six: officials,AFP,1,Sharqāţ town,,Şalāḩ ad Dīn province,Qaḑā’ Sharqāţ,35.486038,43.240801,POINT (43.240801 35.486038),180447,Iraq,645,Middle East,1,1,06/29/2013 00:00:00,06/29/2013 00:00:00,1,0,0,0,1,1,0
62348,2013,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""Agence France Presse,2013-07-01,Gunmen kill 8 former anti-Qaeda fighters in Iraq""",Agence France Presse,2013-07-01,Gunmen kill 8 former anti-Qaeda fighters in Iraq,An  interior ministry official and a medical source ,1,Al Mashāhidah town,,Diyālá province,Qaḑā’ Ba‘qūbah,33.568333,44.435556,POINT (44.435556 33.568333),178289,Iraq,645,Middle East,1,1,07/01/2013 00:00:00,07/01/2013 00:00:00,0,0,0,8,8,8,8
62351,2013,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,2,"""Agence France Presse,2013-07-01,Iraq bombings against Shiites kill eight"";""Agence France Presse,2013-07-02,Iraq attacks kill 41 as unrest surges""",Agence France Presse;Agence France Presse,2013-07-01;2013-07-02,Iraq bombings against Shiites kill eight;Iraq attacks kill 41 as unrest surges,The officer and a doctor at the local hospital,1,Miqdādīyah town,,Diyālá province,Qaḑā’ Miqdādīyah,33.978611,44.936944,POINT (44.936944 33.978611),178290,Iraq,645,Middle East,1,1,07/01/2013 00:00:00,07/01/2013 00:00:00,0,0,0,23,23,23,23
62352,2013,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,2,"""Agence France Presse,2013-07-01,Iraq bombings against Shiites kill eight"";""Agence France Presse,2013-07-02,Iraq attacks kill 41 as unrest surges""",Agence France Presse;Agence France Presse,2013-07-01;2013-07-02,Iraq bombings against Shiites kill eight;Iraq attacks kill 41 as unrest surges,AFP,1,Ba‘qūbah town,,Diyālá province,Qaḑā’ Ba‘qūbah,33.746595,44.643663,POINT (44.643663 33.746595),178290,Iraq,645,Middle East,1,1,07/01/2013 00:00:00,07/01/2013 00:00:00,0,0,0,10,10,10,10
62353,2013,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""Agence France Presse,2013-07-03,Iraq attacks death toll rises to 57""",Agence France Presse,2013-07-03,Iraq attacks death toll rises to 57,AFP,1,Baghdād city,,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,07/02/2013 00:00:00,07/02/2013 00:00:00,0,0,0,42,42,42,42
62354,2013,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,1,"""Agence France Presse,2013-07-03,Iraq attacks death toll rises to 57""",Agence France Presse,2013-07-03,Iraq attacks death toll rises to 57,AFP,1,al Başrah town,,Al Başrah  province,Qaḑā’ al Başrah,30.533016,47.797466,POINT (47.797466 30.533016),173976,Iraq,645,Middle East,1,1,07/02/2013 00:00:00,07/02/2013 00:00:00,0,0,0,1,1,1,1
62355,2013,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,1,"""Agence France Presse,2013-07-03,Iraq attacks death toll rises to 57""",Agence France Presse,2013-07-03,Iraq attacks death toll rises to 57,AFP,1,Al ‘Amārah town,,Maysān  province,Qaḑā al ‘Amārah,31.835876,47.143995,POINT (47.143995 31.835876),175415,Iraq,645,Middle East,1,1,07/02/2013 00:00:00,07/02/2013 00:00:00,0,0,0,1,1,1,1
62356,2013,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,1,"""Agence France Presse,2013-07-03,Iraq attacks death toll rises to 57""",Agence France Presse,2013-07-03,Iraq attacks death toll rises to 57,AFP,1,As Samāwah town,,Al Muthanná province,Qaḑā’ as Samāwah,31.305904,45.279884,POINT (45.279884 31.305904),174691,Iraq,645,Middle East,1,1,07/02/2013 00:00:00,07/02/2013 00:00:00,0,0,0,1,1,1,1
62358,2013,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,1,"""Agence France Presse,2013-07-03,Iraq attacks death toll rises to 57""",Agence France Presse,2013-07-03,Iraq attacks death toll rises to 57,AFP,1,Abū Ghurayb town,,Baghdād province,Abū Ghurayb district,33.307031,44.186945,POINT (44.186945 33.307031),177569,Iraq,645,Middle East,1,1,07/02/2013 00:00:00,07/02/2013 00:00:00,0,0,0,2,2,2,2
62359,2013,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,1,"""Agence France Presse,2013-07-03,Iraq attacks death toll rises to 57""",Agence France Presse,2013-07-03,Iraq attacks death toll rises to 57,AFP,1,Kirkūk town,,Kirkūk province,Qaḑā’ Kirkūk,35.468056,44.392222,POINT (44.392222 35.468056),180449,Iraq,645,Middle East,1,1,07/02/2013 00:00:00,07/02/2013 00:00:00,0,0,0,2,2,2,2
62360,2013,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,1,"""Agence France Presse,2013-07-03,Iraq attacks death toll rises to 57""",Agence France Presse,2013-07-03,Iraq attacks death toll rises to 57,AFP,1,Ba‘qūbah town,,Diyālá province,Qaḑā’ Ba‘qūbah,33.746595,44.643663,POINT (44.643663 33.746595),178290,Iraq,645,Middle East,1,1,07/02/2013 00:00:00,07/02/2013 00:00:00,0,0,0,2,2,2,2
62361,2013,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,1,"""Agence France Presse,2013-07-03,Iraq attacks death toll rises to 57""",Agence France Presse,2013-07-03,Iraq attacks death toll rises to 57,AFP,1,Mosul town,,Nīnawá province,Qaḑā’ al Mawşil,36.335,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,Middle East,1,1,07/02/2013 00:00:00,07/02/2013 00:00:00,0,0,0,2,2,2,2
62362,2013,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,-1,,,,,Security and medical sources,2,Baghdād city,,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,07/03/2013 00:00:00,07/03/2013 00:00:00,0,0,0,7,7,7,7
62363,2013,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,1,"""Agence France Presse,2013-07-03,Iraq attacks on Shiites kill 123 in three days""",Agence France Presse,2013-07-03,Iraq attacks on Shiites kill 123 in three days,AFP,1,Mosul town,,Nīnawá province,Qaḑā’ al Mawşil,36.335,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,Middle East,1,1,07/03/2013 00:00:00,07/03/2013 00:00:00,0,0,0,4,4,4,4
62366,2013,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,,,,,Police,1,Sāmarrā’ town,,Şalāḩ ad Dīn province,Qaḑā’ Sāmarrā’,34.196632,43.873899,POINT (43.873899 34.196632),179008,Iraq,645,Middle East,1,1,07/05/2013 00:00:00,07/05/2013 00:00:00,0,0,0,7,7,7,7
62367,2013,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,1,"""Agence France Presse,2013-07-05,Bombs on Iraq town squares kill 8""",Agence France Presse,2013-07-05,Bombs on Iraq town squares kill 8,AFP,1,Al Kūt town,,Wāsiţ province,Qaḑā’ al Kūt,32.512796,45.818171,POINT (45.818171 32.512796),176852,Iraq,645,Middle East,1,1,07/05/2013 00:00:00,07/05/2013 00:00:00,0,0,0,1,1,1,1
62368,2013,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""Agence France Presse,2013-07-05,Iraq attack on Shiite religious hall kills 15""",Agence France Presse,2013-07-05,Iraq attack on Shiite religious hall kills 15,A police colonel and a medical source,1,Baghdād city,,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,07/05/2013 00:00:00,07/05/2013 00:00:00,0,0,0,15,15,15,15
62372,2013,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,1,"""Agence France Presse,2013-07-08,Five killed in Iraq checkpoint attack""",Agence France Presse,2013-07-08,Five killed in Iraq checkpoint attack,Police and a doctor,4,Şalāḩ ad Dīn province,,Şalāḩ ad Dīn province,,34.5,43.65,POINT (43.650000 34.500000),179728,Iraq,645,Middle East,1,1,07/08/2013 00:00:00,07/08/2013 00:00:00,3,2,0,0,5,5,5
62378,2013,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,1,"""Agence France Presse,2013-07-08,25 dead in two days of Iraq violence""",Agence France Presse,2013-07-08,25 dead in two days of Iraq violence,AFP,2,Mosul town,,Nīnawá province,Qaḑā’ al Mawşil,36.335,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,Middle East,1,1,07/08/2013 00:00:00,07/08/2013 00:00:00,0,0,0,0,0,6,0
62380,2013,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,1,"""Agence France Presse,2013-07-08,31 dead in two days of Iraq violence""",Agence France Presse,2013-07-08,31 dead in two days of Iraq violence,AFP,2,Ba‘qūbah town,,Diyālá province,Qaḑā’ Ba‘qūbah,33.746595,44.643663,POINT (44.643663 33.746595),178290,Iraq,645,Middle East,1,1,07/08/2013 00:00:00,07/08/2013 00:00:00,1,0,0,0,1,1,0
62381,2013,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,1,"""Agence France Presse,2013-07-11,3 police, soldier among 7 killed in Iraq""",Agence France Presse,2013-07-11,"3 police, soldier among 7 killed in Iraq",Officials and doctors,1,Al Khālidīyah town,,Al Anbār province,Qaḑā’ ar Ramādī,33.38728,43.522943,POINT (43.522943 33.387280),177568,Iraq,645,Middle East,1,1,07/11/2013 00:00:00,07/11/2013 00:00:00,2,3,0,0,5,5,5
62385,2013,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,1,"""Agence France Presse,2013-07-11,3 police, soldier among 7 killed in Iraq""",Agence France Presse,2013-07-11,"3 police, soldier among 7 killed in Iraq",AFP,4,Al Anbār province,,Al Anbār province,,33,41.75,POINT (41.750000 33.000000),177564,Iraq,645,Middle East,1,1,07/11/2013 00:00:00,07/11/2013 00:00:00,2,1,0,0,3,3,3
62387,2013,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,1,"""Agence France Presse,2013-07-11,14 members of Iraqi security forces killed: security""",Agence France Presse,2013-07-11,14 members of Iraqi security forces killed: security,Security and medical sources,5,Road between Haditha town and Bayjī town,,,,34.526112,42.93314,POINT (42.933140 34.526112),179726,Iraq,645,Middle East,1,1,07/11/2013 00:00:00,07/11/2013 00:00:00,14,0,0,0,14,14,14
62388,2013,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""Agence France Presse,2013-07-11,Bombs targeting mourners kill 10 in Iraq: officials""",Agence France Presse,2013-07-11,Bombs targeting mourners kill 10 in Iraq: officials,Police and a doctor,1,Miqdādīyah town,,Diyālá province,Qaḑā’ Miqdādīyah,33.978611,44.936944,POINT (44.936944 33.978611),178290,Iraq,645,Middle East,1,1,07/11/2013 00:00:00,07/11/2013 00:00:00,0,0,10,0,10,10,10
62390,2013,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,1,"""Agence France Presse,2013-07-11,Militants target Iraq security forces as 40 killed""",Agence France Presse,2013-07-11,Militants target Iraq security forces as 40 killed,AFP,1,Tikrīt town,,Şalāḩ ad Dīn province,Qaḑā’ Tikrīt,34.615807,43.678606,POINT (43.678606 34.615807),179728,Iraq,645,Middle East,1,1,07/11/2013 00:00:00,07/11/2013 00:00:00,3,0,0,0,3,3,3
62391,2013,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,1,"""Agence France Presse,2013-07-11,Militants target Iraq security forces as 40 killed""",Agence France Presse,2013-07-11,Militants target Iraq security forces as 40 killed,AFP,1,Al Fallūjah town,,Al Anbār province,Qaḑā’ al Fallūjah,33.355813,43.786124,POINT (43.786124 33.355813),177568,Iraq,645,Middle East,1,1,07/11/2013 00:00:00,07/11/2013 00:00:00,1,1,0,0,2,2,2
62392,2013,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,1,"""Agence France Presse,2013-07-11,Militants target Iraq security forces as 40 killed""",Agence France Presse,2013-07-11,Militants target Iraq security forces as 40 killed,AFP,1,Baghdād city,,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,07/11/2013 00:00:00,07/11/2013 00:00:00,1,0,2,0,3,3,3
62393,2013,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""Agence France Presse,2013-07-12,Death toll from wave of Iraq violence rises to 51""",Agence France Presse,2013-07-12,Death toll from wave of Iraq violence rises to 51,AFP,2,Dujail town,,Şalāḩ ad Dīn province,Qaḑā’ Balad,33.846667,44.23444,POINT (44.234440 33.846667),178289,Iraq,645,Middle East,1,1,07/12/2013 00:00:00,07/12/2013 00:00:00,0,0,0,9,9,9,9
62436,2013,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,1,"""Agence France Presse,2013-07-12,Senior police officer among nine killed in Iraq""",Agence France Presse,2013-07-12,Senior police officer among nine killed in Iraq,AFP,1,Mosul town,,Nīnawá province,Qaḑā’ al Mawşil,36.335,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,Middle East,1,1,07/12/2013 00:00:00,07/12/2013 00:00:00,4,1,0,0,5,5,5
62439,2013,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,1,"""Agence France Presse,2013-07-12,Senior police officer among nine killed in Iraq""",Agence France Presse,2013-07-12,Senior police officer among nine killed in Iraq,AFP,2,Ba‘qūbah town,,Diyālá province,Qaḑā’ Ba‘qūbah,33.746595,44.643663,POINT (44.643663 33.746595),178290,Iraq,645,Middle East,1,1,07/12/2013 00:00:00,07/12/2013 00:00:00,1,0,0,0,1,1,0
62440,2013,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""Agence France Presse,2013-07-12,Suicide bomber strikes Iraq cafe as attacks kill 47""",Agence France Presse,2013-07-12,Suicide bomber strikes Iraq cafe as attacks kill 47,Police and doctors,1,Kirkūk town,,Kirkūk province,Qaḑā’ Kirkūk,35.468056,44.392222,POINT (44.392222 35.468056),180449,Iraq,645,Middle East,1,1,07/12/2013 00:00:00,07/12/2013 00:00:00,0,0,38,0,38,38,38
62441,2013,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,1,"""Reuters News,2013-07-13,UPDATE 2-Bomb attacks on Sunni mosques in Iraq kill 23""",Reuters News,2013-07-13,UPDATE 2-Bomb attacks on Sunni mosques in Iraq kill 23,Police and medics,2,Ba‘qūbah town,,Diyālá province,Qaḑā’ Ba‘qūbah,33.746595,44.643663,POINT (44.643663 33.746595),178290,Iraq,645,Middle East,1,1,07/13/2013 00:00:00,07/13/2013 00:00:00,4,1,0,0,5,5,5
62442,2013,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""Reuters News,2013-07-13,UPDATE 2-Bomb attacks on Sunni mosques in Iraq kill 23""",Reuters News,2013-07-13,UPDATE 2-Bomb attacks on Sunni mosques in Iraq kill 23,Police and medics,1,Baghdād city,,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,07/13/2013 00:00:00,07/13/2013 00:00:00,0,0,7,0,7,7,7
62443,2013,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""Reuters News,2013-07-13,UPDATE 2-Bomb attacks on Sunni mosques in Iraq kill 23""",Reuters News,2013-07-13,UPDATE 2-Bomb attacks on Sunni mosques in Iraq kill 23,Police and medics,1,Baghdād city,,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,07/13/2013 00:00:00,07/13/2013 00:00:00,0,0,16,0,16,16,16
62445,2013,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""Agence France Presse,2013-07-14,Attacks including series of bombings kill 33 in Iraq""",Agence France Presse,2013-07-14,Attacks including series of bombings kill 33 in Iraq,Security and medical sources,1,Al Kūt town,,Wāsiţ province,Qaḑā’ al Kūt,32.512796,45.818171,POINT (45.818171 32.512796),176852,Iraq,645,Middle East,1,1,07/14/2013 00:00:00,07/14/2013 00:00:00,0,0,9,0,9,9,9
62446,2013,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""Agence France Presse,2013-07-14,Attacks including series of bombings kill 33 in Iraq""",Agence France Presse,2013-07-14,Attacks including series of bombings kill 33 in Iraq,Security and medical sources,1,Karbalā’ town,,Karbalā’ province,Qaḑā Karbalā’,32.597902,44.016482,POINT (44.016482 32.597902),176849,Iraq,645,Middle East,1,1,07/14/2013 00:00:00,07/14/2013 00:00:00,0,0,0,4,4,4,4
62447,2013,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,1,"""Agence France Presse,2013-07-14,Attacks including series of bombings kill 33 in Iraq""",Agence France Presse,2013-07-14,Attacks including series of bombings kill 33 in Iraq,Security and medical sources,1,al Başrah town,,Al Başrah  province,Qaḑā’ al Başrah,30.533016,47.797466,POINT (47.797466 30.533016),173976,Iraq,645,Middle East,1,1,07/14/2013 00:00:00,07/14/2013 00:00:00,0,0,0,8,8,8,8
62448,2013,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,1,"""Agence France Presse,2013-07-14,Attacks including series of bombings kill 33 in Iraq""",Agence France Presse,2013-07-14,Attacks including series of bombings kill 33 in Iraq,Security and medical sources,1,Mosul town,,Nīnawá province,Qaḑā’ al Mawşil,36.335,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,Middle East,1,1,07/14/2013 00:00:00,07/14/2013 00:00:00,2,0,0,0,2,2,2
62449,2013,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,1,"""Agence France Presse,2013-07-14,Attacks including series of bombings kill 33 in Iraq""",Agence France Presse,2013-07-14,Attacks including series of bombings kill 33 in Iraq,Security and medical sources,2,Mosul town,,Nīnawá province,Qaḑā’ al Mawşil,36.335,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,Middle East,1,1,07/14/2013 00:00:00,07/14/2013 00:00:00,1,0,0,1,2,2,2
62450,2013,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,1,"""Agence France Presse,2013-07-14,Attacks including series of bombings kill 33 in Iraq""",Agence France Presse,2013-07-14,Attacks including series of bombings kill 33 in Iraq,Security and medical sources,2,Mosul town,,Nīnawá province,Qaḑā’ al Mawşil,36.335,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,Middle East,1,1,07/14/2013 00:00:00,07/14/2013 00:00:00,1,0,0,0,1,1,1
62451,2013,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,1,"""Agence France Presse,2013-07-14,Attacks including series of bombings kill 33 in Iraq""",Agence France Presse,2013-07-14,Attacks including series of bombings kill 33 in Iraq,Security and medical sources,1,Al Fallūjah town,,Al Anbār province,Qaḑā’ al Fallūjah,33.355813,43.786124,POINT (43.786124 33.355813),177568,Iraq,645,Middle East,1,1,07/14/2013 00:00:00,07/14/2013 00:00:00,1,0,0,0,1,1,1
62452,2013,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,1,"""Agence France Presse,2013-07-14,Attacks including series of bombings kill 33 in Iraq""",Agence France Presse,2013-07-14,Attacks including series of bombings kill 33 in Iraq,Security and medical sources,1,Kirkūk town,,Kirkūk province,Qaḑā’ Kirkūk,35.468056,44.392222,POINT (44.392222 35.468056),180449,Iraq,645,Middle East,1,1,07/14/2013 00:00:00,07/14/2013 00:00:00,2,0,0,0,2,2,2
62453,2013,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""Agence France Presse,2013-07-14,Attacks including series of bombings kill 33 in Iraq""",Agence France Presse,2013-07-14,Attacks including series of bombings kill 33 in Iraq,Security and medical sources,1,Ba‘qūbah town,,Diyālá province,Qaḑā’ Ba‘qūbah,33.746595,44.643663,POINT (44.643663 33.746595),178290,Iraq,645,Middle East,1,1,07/14/2013 00:00:00,07/14/2013 00:00:00,0,0,0,2,2,2,2
62454,2013,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,1,"""Agence France Presse,2013-07-14,Attacks including series of bombings kill 33 in Iraq""",Agence France Presse,2013-07-14,Attacks including series of bombings kill 33 in Iraq,Security and medical sources,1,An Nāşirīyah town,,Dhī Qār province,Qaḑā’ an Nāşirīyah,31.057993,46.257262,POINT (46.257262 31.057993),174693,Iraq,645,Middle East,1,1,07/14/2013 00:00:00,07/14/2013 00:00:00,0,0,0,2,2,2,2
