id,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
28709,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-12-17,  Wave of Iraq attacks kills 48 people",,,,Interior ministry official and a medical source,1,Baghdād city,,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,12/17/2012 00:00:00,12/17/2012 00:00:00,0,0,1,0,1,1,1
28727,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-08-17, Deadly Iraq attacks overshadow Eid preparations",,,,Security and medical officials,1,Bādūsh town,,Nīnawá province,Qaḑā’ al Mawşil,36.426249,42.963598,POINT (42.963598 36.426249),181886,Iraq,645,Middle East,1,1,08/16/2012 00:00:00,08/16/2012 00:00:00,0,0,1,0,1,1,1
28728,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-03-20, 50 dead in Iraq attacks ahead of Arab summit",,,,AFP,1,Mosul town,,Nīnawá province,Qaḑā’ al Mawşil,36.335,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,Middle East,1,1,03/20/2012 00:00:00,03/20/2012 00:00:00,0,0,1,0,1,1,1
28729,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-03-20, 38 dead as Iraq rocked by wave of violence",,,,Police,1,Ramādī town,,Al Anbār province,Qaḑā’ ar Ramādī,33.42056,43.307779,POINT (43.307779 33.420560),177567,Iraq,645,Middle East,1,1,03/20/2012 00:00:00,03/20/2012 00:00:00,0,0,0,2,2,2,2
28731,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-12-17,  Wave of Iraq attacks kills 48 people",,,,Security and medical sources,1,Khaznah village,,Nīnawá province,Qaḑā’ al Ḩamdānīyah,36.363448,43.357973,POINT (43.357973 36.363448),181887,Iraq,645,Middle East,1,1,12/17/2012 00:00:00,12/17/2012 00:00:00,0,0,7,0,7,7,7
28733,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-03-20, 28 dead as Iraq rocked by spate of attacks",,,,Provincial security committee chief Haidar al-Zambur,1,Al Ḩillah town,,Bābil province,Qaḑā’ al Ḩillah,32.463672,44.41963,POINT (44.419630 32.463672),176129,Iraq,645,Middle East,1,1,03/20/2012 00:00:00,03/20/2012 00:00:00,0,0,0,2,2,2,2
28734,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-08-17, Deadly Iraq attacks overshadow Eid preparations",,,,Security and medical officials,1,Ţūzkhūrmātū town,,Şalāḩ ad Dīn province,Tooz district,34.888083,44.632564,POINT (44.632564 34.888083),179730,Iraq,645,Middle East,1,1,08/16/2012 00:00:00,08/16/2012 00:00:00,0,0,1,0,1,1,1
28735,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-12-17,  Wave of Iraq attacks kills 48 people",,,,Police and medics,2,Ba‘qūbah town,,Diyālá province,Qaḑā’ Ba‘qūbah,33.746595,44.643663,POINT (44.643663 33.746595),178290,Iraq,645,Middle East,1,1,12/17/2012 00:00:00,12/17/2012 00:00:00,0,0,1,0,1,1,1
28759,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Reuters news, 2012-03-19, Spate of bombs hits Iraq province north of Baghdad",,,,Reuters,1,Baladrūz town,,Diyālá province,Baladrūz district,33.696313,45.077825,POINT (45.077825 33.696313),178291,Iraq,645,Middle East,1,1,03/20/2012 00:00:00,03/20/2012 00:00:00,0,0,1,0,1,1,1
28760,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-08-17, Deadly Iraq attacks overshadow Eid preparations",,,,Security and medical officials,1,Mosul town,,Nīnawá province,Qaḑā’ al Mawşil,36.335,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,Middle East,1,1,08/16/2012 00:00:00,08/16/2012 00:00:00,0,0,1,0,1,1,1
28761,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-12-17,  Wave of Iraq attacks kills 48 people",,,,Police and medics,1,Ba‘qūbah town,,Diyālá province,Qaḑā’ Ba‘qūbah,33.746595,44.643663,POINT (44.643663 33.746595),178290,Iraq,645,Middle East,1,1,12/17/2012 00:00:00,12/17/2012 00:00:00,0,0,2,0,2,2,2
28762,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-12-17,  Wave of Iraq attacks kills 48 people",,,,Officials,1,Baladrūz town,,Diyālá province,Baladrūz district,33.696313,45.077825,POINT (45.077825 33.696313),178291,Iraq,645,Middle East,1,1,12/17/2012 00:00:00,12/17/2012 00:00:00,0,0,2,0,2,2,2
28763,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-12-17,  Wave of Iraq attacks kills 48 people",,,,Officials,1,Ar Ruţbah town,,Al Anbār province,Qaḑā’ ar Ruţbah,33.037183,40.285862,POINT (40.285862 33.037183),177561,Iraq,645,Middle East,1,1,12/17/2012 00:00:00,12/17/2012 00:00:00,0,0,2,0,2,2,2
28767,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Reuters news, 2012-03-19, Spate of bombs hits Iraq province north of Baghdad",,,,Reuters,1,Ba‘qūbah town,,Diyālá province,Qaḑā’ Ba‘qūbah,33.746595,44.643663,POINT (44.643663 33.746595),178290,Iraq,645,Middle East,1,1,03/20/2012 00:00:00,03/20/2012 00:00:00,0,0,1,0,1,1,1
28768,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-08-17, Deadly Iraq attacks overshadow Eid preparations",,,,Security and medical officials,1,Tājī town,,Baghdād province,Tājī district,33.529444,44.2775,POINT (44.277500 33.529444),178289,Iraq,645,Middle East,1,1,08/16/2012 00:00:00,08/16/2012 00:00:00,0,0,1,0,1,1,1
28769,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-12-17,  Wave of Iraq attacks kills 48 people",,,,Officials,1,Dujail town,,Şalāḩ ad Dīn province,Qaḑā’ Balad,33.846667,44.23444,POINT (44.234440 33.846667),178289,Iraq,645,Middle East,1,1,12/17/2012 00:00:00,12/17/2012 00:00:00,0,0,1,0,1,1,1
28783,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-08-17, Deadly Iraq attacks overshadow Eid preparations",,,,Security and medical officials,1,Khāliş town,,Diyālá province,Qaḑā’ al Khāliş,33.808094,44.533435,POINT (44.533435 33.808094),178290,Iraq,645,Middle East,1,1,08/16/2012 00:00:00,08/16/2012 00:00:00,0,0,1,0,1,1,1
28786,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-12-17,  Wave of Iraq attacks kills 48 people",,,,Officials,1,Ţūzkhūrmātū town,,Şalāḩ ad Dīn province,Tooz district,34.888083,44.632564,POINT (44.632564 34.888083),179730,Iraq,645,Middle East,1,1,12/17/2012 00:00:00,12/17/2012 00:00:00,0,0,5,0,5,5,5
28787,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-12-31,  23 killed in wave of Iraq attacks",,,,Officials,1,Al Musayyib town,,Bābil province,Qaḑā’ al Musayyib,32.783959,44.276615,POINT (44.276615 32.783959),176849,Iraq,645,Middle East,1,1,12/31/2012 00:00:00,12/31/2012 00:00:00,0,0,7,0,7,7,7
28793,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-04-19, Iraq attacks kill at least 38",,,,Police,4,Kirkūk province,,Kirkūk province,,35.25,44.166667,POINT (44.166667 35.250000),180449,Iraq,645,Middle East,1,1,04/19/2012 00:00:00,04/19/2012 00:00:00,0,0,1,0,1,1,1
28797,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-07-23, 111 killed in Iraq's deadliest day in two years",,,,Officials,1,Tārmīya town,,Baghdād province,,33.674444,44.395833,POINT (44.395833 33.674444),178289,Iraq,645,Middle East,1,1,07/23/2012 00:00:00,07/23/2012 00:00:00,0,0,1,0,1,1,1
28798,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-09-09, Wave of attacks kills 88 in Iraq",,,,A security official,1,Alī ash Sharqī village,,Maysān  province,Qaḑā’ ‘Alī al Gharbī,32.122869,46.749281,POINT (46.749281 32.122869),176134,Iraq,645,Middle East,1,1,09/09/2012 00:00:00,09/09/2012 00:00:00,0,0,14,0,14,14,14
28799,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-12-31,  23 killed in wave of Iraq attacks",,,,Officials,2,Baghdād city,,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,12/31/2012 00:00:00,12/31/2012 00:00:00,0,0,1,0,1,1,0
28812,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-09-09, Wave of attacks kills 88 in Iraq",,,,Interior ministry official and medic,1,Baghdād city,,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,09/09/2012 00:00:00,09/09/2012 00:00:00,0,0,13,0,13,13,13
28815,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-07-23, 111 killed in Iraq's deadliest day in two years",,,,Officials,4,Diyālá province,,Diyālá province,,34,45,POINT (45.000000 34.000000),179011,Iraq,645,Middle East,1,1,07/23/2012 00:00:00,07/23/2012 00:00:00,0,0,14,0,14,14,14
28816,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-12-31,  23 killed in wave of Iraq attacks",,,,Security and medical officials,1,Baghdād city,,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,12/31/2012 00:00:00,12/31/2012 00:00:00,0,0,4,0,4,4,4
28822,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Reuters News, 2012-02-23, Security developments in Iraq, Feb 23 //Reuters News, 2012-02-24, Iraqi al Qaeda claims country-wide attacks",,,,Police,1,Baghdād city,,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,02/23/2012 00:00:00,02/23/2012 00:00:00,0,0,6,0,6,6,6
28823,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-07-23, 111 killed in Iraq's deadliest day in two years",,,,Medical officials,1,Ad Dīwānīyah town,,Al Qādisīyah province,Qaḑā’ ad Dīwānīyah,31.992886,44.925521,POINT (44.925521 31.992886),175410,Iraq,645,Middle East,1,1,07/23/2012 00:00:00,07/23/2012 00:00:00,0,0,3,0,3,3,3
28824,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-09-09, Wave of attacks kills 88 in Iraq",,,,Interior ministry official and medic,1,Baghdād city,,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,09/09/2012 00:00:00,09/09/2012 00:00:00,0,0,5,0,5,5,5
28903,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-09-09, Wave of attacks kills 88 in Iraq",,,,Interior ministry official and medic,1,Baghdād city,,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,09/09/2012 00:00:00,09/09/2012 00:00:00,0,0,4,0,4,4,4
28904,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-09-09, Wave of attacks kills 88 in Iraq",,,,Interior ministry official and medic,1,Baghdād city,,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,09/09/2012 00:00:00,09/09/2012 00:00:00,0,0,3,0,3,3,3
28907,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Reuters News, 2012-02-23, Security developments in Iraq, Feb 23 //Reuters News, 2012-02-24, Iraqi al Qaeda claims country-wide attacks",,,,Reuters,1,Baghdād city,,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,02/23/2012 00:00:00,02/23/2012 00:00:00,0,0,2,0,2,2,2
28908,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-08-17, Deadly Iraq attacks overshadow Eid preparations",,,,Security and medical officials,1,Baghdād city,,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,08/16/2012 00:00:00,08/16/2012 00:00:00,0,0,4,0,4,4,4
28909,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-08-17, Deadly Iraq attacks overshadow Eid preparations",,,,Security and medical officials,1,Baghdād city,,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,08/16/2012 00:00:00,08/16/2012 00:00:00,0,0,22,0,22,22,22
28926,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Reuters News, 2012-02-23, Security developments in Iraq, Feb 23 //Reuters News, 2012-02-24, Iraqi al Qaeda claims country-wide attacks",,,,Reuters,1,Baghdād city,,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,02/23/2012 00:00:00,02/23/2012 00:00:00,0,0,3,0,3,3,3
28927,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-08-17, Deadly Iraq attacks overshadow Eid preparations",,,,Security and medical officials,1,Baghdād city,,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,08/16/2012 00:00:00,08/16/2012 00:00:00,0,0,11,0,11,11,11
28931,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-09-09, Wave of attacks kills 88 in Iraq",,,,Interior ministry official and medic,1,Baghdād city,,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,09/09/2012 00:00:00,09/09/2012 00:00:00,0,0,7,0,7,7,7
29323,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Reuters News, 2012-02-23, Security developments in Iraq, Feb 23 //Reuters News, 2012-02-24, Iraqi al Qaeda claims country-wide attacks",,,,Police,1,Al Musayyib town,,Bābil province,Qaḑā’ al Musayyib,32.783959,44.276615,POINT (44.276615 32.783959),176849,Iraq,645,Middle East,1,1,02/23/2012 00:00:00,02/23/2012 00:00:00,0,0,2,0,2,2,2
29324,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Reuters News, 2012-02-23, Security developments in Iraq, Feb 23 //Reuters News, 2012-02-24, Iraqi al Qaeda claims country-wide attacks",,,,Police,1,Al Ḩillah town,,Bābil province,Qaḑā’ al Ḩillah,32.463672,44.41963,POINT (44.419630 32.463672),176129,Iraq,645,Middle East,1,1,02/23/2012 00:00:00,02/23/2012 00:00:00,0,0,1,0,1,1,1
29333,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-03-07, 17 killed in Iraq attacks",,,,Town mayor Abid al-Al Abbas,1,Tall ‘Afar town,,Nīnawá province,Qaḑā’ Tall ‘Afar,36.379134,42.448065,POINT (42.448065 36.379134),181885,Iraq,645,Middle East,1,1,03/07/2012 00:00:00,03/07/2012 00:00:00,0,0,14,0,14,14,14
29334,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-01-05, 53 dead as Iraq bombs hit Shiites  /Agence France Presse, 2012-01-05, 68 dead as Iraq bombs hit Shiites",,,,"Defence and interior sources/Hadi Badr al-Riyahi, head of the provincial health department in Dhi Qar, of which Nasiriyah is the capital",2,An Nāşirīyah town,,Dhī Qār province,Qaḑā’ an Nāşirīyah,31.057993,46.257262,POINT (46.257262 31.057993),174693,Iraq,645,Middle East,1,1,01/05/2012 00:00:00,01/05/2012 00:00:00,0,0,43,0,43,45,43
29335,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Reuters News, 2012-01-27, UPDATE 3-Suicide bomber kills 31 in Baghdad attack /Reuters News, 2012-01-28, FACTBOX-Security developments in Iraq, January 28 / Agence France Presse, 2012-03-06, Qaeda claims dozens of Baghdad attacks",,,,Police and hospital source,1,Baghdād city,,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,01/27/2012 00:00:00,01/27/2012 00:00:00,0,0,32,0,32,32,32
29336,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Reuters News, 2012-02-23, Security developments in Iraq, Feb 23 //Reuters News, 2012-02-24, Iraqi al Qaeda claims country-wide attacks",,,,Police,1,Baghdād city,,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,02/23/2012 00:00:00,02/23/2012 00:00:00,0,0,10,0,10,10,10
29337,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-01-14, Iraq suicide bomber kills 53 at pilgrimage climax",,,,"Riyadh Abdulamir, head of Basra province's health department",1,al Başrah town,,Al Başrah  province,Qaḑā’ al Başrah,30.533016,47.797466,POINT (47.797466 30.533016),173976,Iraq,645,Middle East,1,1,01/14/2012 00:00:00,01/14/2012 00:00:00,0,0,53,0,53,53,53
29338,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-04-26, Twelve killed in Iraq bombings",,,,Security officials,1,Abū Karmah village,,Diyālá province,Qaḑā’ Miqdādīyah,33.906912,44.724516,POINT (44.724516 33.906912),178290,Iraq,645,Middle East,1,1,04/26/2012 00:00:00,04/26/2012 00:00:00,0,0,8,0,8,8,8
29339,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-06-05, Iraq leaders call for calm after bombing kills 25 /Agence France Presse, 2012-06-10, Qaeda claims Iraq anti-Shiite attack that killed 25",,,,Medical officials,1,Baghdād city,,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,06/05/2012 00:00:00,06/05/2012 00:00:00,0,0,25,0,25,25,25
29340,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-05-31, Baghdad blasts kill 17, shatter relative calm",,,,Medical officials,1,Baghdād city,,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,05/31/2012 00:00:00,05/31/2012 00:00:00,0,0,13,0,13,13,13
29341,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-06-13, Iraq attacks kill 72 during Shiite pilgrimage",,,,Medical officials,1,Baghdād city,,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,06/13/2012 00:00:00,06/13/2012 00:00:00,0,0,16,0,16,16,16
29342,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-06-13, Iraq attacks kill 72 during Shiite pilgrimage",,,,Medical officials,1,Baghdād city,,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,06/13/2012 00:00:00,06/13/2012 00:00:00,0,0,7,0,7,7,7
29343,2012,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,-1,"Agence France Presse, 2012-06-13, Iraq attacks kill 72 during Shiite pilgrimage",,,,Police,1,Hīt town,,Al Anbār province,Hīt district,33.636636,42.827683,POINT (42.827683 33.636636),178286,Iraq,645,Middle East,1,1,06/13/2012 00:00:00,06/13/2012 00:00:00,0,0,1,0,1,1,1
