id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
57961,,2010,True,Clear,3,356,530,TTP - Civilians,356,997,TTP - Civilians,356,356,TTP,9999,1,Civilians,-1,"(1) High death toll in Pakistan volleyball game blast
1 January 2010
Reuters News

(2) SATP Pakistan datasheet

(3) Gloom and fury as Pakistan attack toll nears 100
2 January 2010
Associated Press Newswires

(4) Pakistan report looks at causes behind voll",,,,Local Police chief Ayub Khan,1,Shah Hasan Khel Town,,Khyber Pakhtunkwa Province,Lakki Marwat District,32.431245,70.965102,POINT (70.965102 32.431245),176182,Pakistan,770,Asia,1,1,01/01/2010 00:00:00,01/01/2010 00:00:00,0,0,94,0,94,109,94,
57963,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"(1) Blast in Pakistani Kashmir kills three security personnel - website
6 January 2010
BBC Monitoring

(2) PIPS",,,,Geo News quoted police sources,1,Tarar Khal Town,,Azad Jammu & Kashmir,Poonch District,33.683714,73.777091,POINT (73.777091 33.683714),178348,Pakistan,770,Asia,1,1,01/06/2010 00:00:00,01/06/2010 00:00:00,3,1,0,0,4,5,4,
57964,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"(1) Blast in Pakistani Kashmir kills two - police
16 January 2010
Reuters News
(2) Suicide attacker wounds 2 soldiers in Pakistani controlled Kashmir
16 January 2010
Associated Press Newswires
(3)Pakistan president, PM condemn Kashmir suicide blast
16 Jan",,,,,2,Dothan Town,,Azad Jammu & Kashmir,Poonch District,33.812958,73.851655,POINT (73.851655 33.812958),178348,Pakistan,770,Asia,1,1,01/16/2010 00:00:00,01/16/2010 00:00:00,0,0,0,0,0,4,0,
57965,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"(1) SATP Pakistan datasheet

(2) Nine militants killed by security forces in Pakistan's Mohmand Agency
22 January 2010
BBC Monitoring",,,,,1,"Matta village, Upper Mohammad Tehsil",,Federally Administered Tribal Areas,Mohmand Agency,34.649103,71.140671,POINT (71.140671 34.649103),179783,Pakistan,770,Asia,1,1,01/21/2010 00:00:00,01/21/2010 00:00:00,0,2,0,0,2,1,1,
57966,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"(1) Pakistan attacks militant hideout in N.Waziristan
22 January 2010
Reuters News
(2) Pakistani forces kill 3 militants in North Waziristan stronghold close to the Afghan border
22 January 2010
Associated Press Newswires",,,,officials,1,Miranshah Town,,Federally Administered Tribal Areas,North Waziristan,33.008611,70.069722,POINT (70.069722 33.008611),177621,Pakistan,770,Asia,1,1,01/22/2010 00:00:00,01/22/2010 00:00:00,0,0,0,0,0,2,0,
57967,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"(1) SATP Pakistan datasheet

(2) Security forces kill nine militants in Pakistan's Bajaur Agency
29 January 2010
BBC Monitoring

(3) Pakistan troops kill 12 militants in Bajaur tribal area
29 January 2010
BBC Monitoring",,,,"official sources, frontier corps spokesman",2,Mulla Saiyid Town,,Federally Administered Tribal Areas,Bajaur Agency,34.838561,71.479079,POINT (71.479079 34.838561),179783,Pakistan,770,Asia,1,1,01/28/2010 00:00:00,01/28/2010 00:00:00,2,9,0,0,11,13,11,
57968,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"Pakistan troops kill 12 militants in Bajaur tribal area
29 January 2010
BBC Monitoring",,,,Frontier corps,2,Dogar Town,,Federally Administered Tribal Areas,Kurram Agency,33.775278,70.501667,POINT (70.501667 33.775278),178342,Pakistan,770,Asia,1,1,01/28/2010 00:00:00,01/28/2010 00:00:00,0,0,1,0,1,1,1,
57969,,2010,True,Clear,3,287,513,BLA - Civilians,287,980,BLA - Civilians,287,287,BLA,9999,1,Civilians,-1,"(1) Pakistan police say one dead, 18 injured in Baluchistan blast
28 January 2010
BBC Monitoring

(2) Two die in Jaffarabad blast
28 January 2010
The Nation",,,,District police officer,1,Sohbatpur Town,,Balochistan Province,Nasirabad District,28.520173,68.543437,POINT (68.543437 28.520173),171138,Pakistan,770,Asia,1,1,01/28/2010 00:00:00,01/28/2010 00:00:00,0,0,1,0,1,1,1,
57970,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"Pakistan troops kill 12 militants in Bajaur tribal area
29 January 2010
BBC Monitoring",,,,Frontier corps,3,Mohmand Agency,,Federally Administered Tribal Areas,Mohmand Agency,34.463860,71.351161,POINT (71.351161 34.463860),179063,Pakistan,770,Asia,1,1,01/28/2010 00:00:00,01/28/2010 00:00:00,0,2,0,0,2,2,2,
57971,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,SATP Pakistan datasheet,,,,,1,Sewai Town,,Federally Administered Tribal Areas,Bajaur Agency,34.812909,71.416124,POINT (71.416124 34.812909),179783,Pakistan,770,Asia,1,1,01/29/2010 00:00:00,01/29/2010 00:00:00,0,10,0,0,10,10,10,
57974,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"(1) Pakistan: 25 dead in suicide bomb, US missile hit
30 January 2010
Associated Press Newswires

(2) SATP Pakistan datasheet

(3) Two security men among nine killed in Pakistan tribal area blast - official
31 January 2010
BBC Monitoring

(4) Death toll r",,,,local government official Bakhat Pacha,1,Khar Town,,Federally Administered Tribal Areas,Bajaur Agency,34.613448,71.938726,POINT (71.938726 34.613448),179784,Pakistan,770,Asia,1,1,01/30/2010 00:00:00,01/30/2010 00:00:00,3,1,14,0,18,18,18,
57975,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"(1) SATP

(2) Pakistani army confirms that 3 US military personnel killed, 1 wounded in northwest blast
3 February 2010
Associated Press Newswires

(3) Blast in northwest Pakistan kills 3 U.S. soldiers
3 February 2010
Reuters News

(4) Pakistan Taleban cl",,,,"ISPR, Police",3,Lower Dir District,,Khyber Pakhtunkwa Province,Lower Dir District,34.851941,71.853352,POINT (71.853352 34.851941),179784,Pakistan,770,Asia,1,1,02/03/2010 00:00:00,02/03/2010 00:00:00,1,0,4,4,9,9,9,
57976,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"Pakistani military captures Taliban stronghold in volatile tribal area
7 February 2010
Associated Press Newswires",,,,"Abdul Malik, local government official",2,Damadola Town,,Federally Administered Tribal Areas,Bajaur Agency,34.800000,71.466667,POINT (71.466667 34.800000),179783,Pakistan,770,Asia,1,1,02/06/2010 00:00:00,02/06/2010 00:00:00,0,0,0,0,0,60,0,
57977,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"(1) SATP Pakistan datasheet

(2) Official: Suicide bomber attacks tribal police patrol in NW Pakistan, killing 10 people
10 February 2010
Associated Press Newswires

(3) Suicide attack kills six Pakistani policemen
10 February 2010
Reuters News",,,,,2,Wazir Dand Area,,Federally Administered Tribal Areas,Khyber Agency,33.492778,70.449722,POINT (70.449722 33.492778),177621,Pakistan,770,Asia,1,1,02/10/2010 00:00:00,02/10/2010 00:00:00,11,0,6,0,17,17,10,
57978,,2010,True,Clear,2,5547,4937,Lashkar-e-Islam - TTP,5547,5547,Lashkar-e-Islam - TTP,399,399,Lashkar-e-Islam,356,356,TTP,-1,"(1) SATP

(2) Blast in Pakistan's Khyber Agency kills 30, injures 100 - paper
18 February 2010
BBC Monitoring

(3) Suicide attack kills banned militant leader in Pakistan tribal area
19 February 2010
BBC Monitoring

(4) Pakistan Taleban claims responsibil",,,,"eyewitnesses, AFP, regional official, TTP",2,Akakhel Area,,Federally Administered Tribal Areas,Khyber Agency,33.843346,70.983627,POINT (70.983627 33.843346),178342,Pakistan,770,Asia,1,1,02/18/2010 00:00:00,02/18/2010 00:00:00,1,8,2,25,36,40,30,
57979,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"(1) Pakistan northwest blast toll rises to 12
23 February 2010
BBC Monitoring

(2) Blast in market in NW Pakistani kills at least 8 people, wounds dozens
Associated Press Writer
22 February 2010

(3) SATP Pakistan datasheet",,,,police,1,Mingora Town,,Khyber Pakhtunkwa Province,Swat District,34.783333,72.366667,POINT (72.366667 34.783333),179785,Pakistan,770,Asia,1,1,02/22/2010 00:00:00,02/22/2010 00:00:00,0,1,3,8,12,12,9,
57980,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"(1) UPDATE 2-Suicide car bomber kills four in NW Pakistan
27 February 2010
Reuters News

(2) SATP Pakistan datasheet

(3) Police say 100 kg explosives used in northwest Pakistan blasts
27 February 2010
BBC Monitoring

(4) Taleban claim responsibility for",,,,DPO of Karak District,3,Karak District,,Khyber Pakhtunkwa Province,Karak District,33.136086,71.083361,POINT (71.083361 33.136086),177623,Pakistan,770,Asia,1,1,02/27/2010 00:00:00,02/27/2010 00:00:00,2,1,1,1,5,5,5,
57981,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"(1) Afghan TV reports 38 Taleban killed in Pakistan tribal area
4 March 2010
BBC Monitoring

(2) SATP Pakistan datasheet

(3) UPDATE 2-Militants attack Pakistani security checkpoint
4 March 2010
Reuters News

(4) Officials say a Pakistan deputy Taliban ch",,,,"ISPR, Pakistani military commanders",2,Chamarkand Area,,Federally Administered Tribal Areas,Mohmand Agency,34.612822,71.269948,POINT (71.269948 34.612822),179783,Pakistan,770,Asia,1,1,03/05/2010 00:00:00,03/05/2010 00:00:00,1,30,0,2,33,38,33,
57983,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"Taleban commander shot dead in Pakistan's North Waziristan - officials
8 March 2010
BBC Monitoring",,,,,2,Feroz Khel Area,,Federally Administered Tribal Areas,Orakzai Agency,33.756389,70.940833,POINT (70.940833 33.756389),178342,Pakistan,770,Asia,1,1,03/07/2010 00:00:00,03/07/2010 00:00:00,0,0,0,0,0,1,0,
57984,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"Two Pakistan Taleban leaders killed in South Waziristan blast - website
8 March 2010
BBC Monitoring",,,,,3,South Waziristan,,Federally Administered Tribal Areas,South Waziristan,32.303972,69.682074,POINT (69.682074 32.303972),176180,Pakistan,770,Asia,1,1,03/08/2010 00:00:00,03/08/2010 00:00:00,0,2,0,0,2,2,2,
57986,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"Two militants killed in Pakistan military bombing in North Waziristan - sources
10 March 2010
BBC Monitoring",,,,official sources,2,Langhar Khel Town,,Federally Administered Tribal Areas,South Waziristan,32.579444,69.832778,POINT (69.832778 32.579444),176900,Pakistan,770,Asia,1,1,03/09/2010 00:00:00,03/09/2010 00:00:00,0,2,0,0,2,2,2,
57987,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"(1) SATP Pakistan datasheet

(2) Death toll rises to 11 in Pakistan's Lahore suicide blast - TV
8 March 2010
BBC Monitoring

(3) More on Pakistan Taleban claim responsibility for Lahore suicide attack
8 March 2010
BBC Monitoring",,,,Central spokesman for TTP Azam Tariq,1,Lahore Town,,Punjab Province,Lahore District,31.549722,74.343611,POINT (74.343611 31.549722),175469,Pakistan,770,Asia,1,1,03/08/2010 00:00:00,03/08/2010 00:00:00,0,1,2,11,14,16,11,
57989,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"(1) SATP Pakistan datasheet

(2) Suicide bombers strike seconds apart, killing 43 and wounding 100 in Pakistan
13 March 2010
Associated Press Newswires

(3) Pakistan: Lahore blast toll reaches 57, probe continues
13 March 2010
BBC Monitoring

(4) Pakistan",,,,"senior Lahore official Sajjad Bhutta, SSP Operations Ch Shafiq Ahmad, TTP",1,Lahore Town,,Punjab Province,Lahore District,31.549722,74.343611,POINT (74.343611 31.549722),175469,Pakistan,770,Asia,1,1,03/12/2010 00:00:00,03/12/2010 00:00:00,8,0,51,0,59,62,43,
57990,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"(1) SATP Pakistan datasheet

(2) RPT-SUICIDE ATTACK ON SECURITY FORCES IN PAKISTAN'S SWAT KILLS 3
13 March 2010
Reuters News

(3) Police say suicide attack at security checkpoint kills at least 7 people in northwest Pakistan
13 March 2010
Associated Press",,,,"Qazi Ghulam Farooq, Mingora city police chief, Taleban spokesman Tariq Azam",1,Mingora Town,,Khyber Pakhtunkwa Province,Swat District,34.783333,72.366667,POINT (72.366667 34.783333),179785,Pakistan,770,Asia,1,1,03/13/2010 00:00:00,03/13/2010 00:00:00,5,1,5,0,11,18,8,
57991,,2010,False,Clear,1,325,325,Pakistan:Balochistan,709,709,Government of Pakistan - BLA,142,142,Government of Pakistan,287,287,BLA,-1,"(1) Nato tanker, FC vehicle bombed
14 March 2010
The Nation

(2) BLA accepts responsibilities of attacks on security forces
14 March 2010
Frontier Star

(3) Pakistan: BLA accepts responsibility of attacks
15 March 2010
Daily The Post",,,,BLA spokesperson,3,Quetta District,,Balochistan Province,Quetta District,30.174576,66.762027,POINT (66.762027 30.174576),173294,Pakistan,770,Asia,1,1,03/14/2010 00:00:00,03/14/2010 00:00:00,0,0,0,0,0,4,0,
57992,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"(1) SATP Pakistan datasheet

(2) Six dead as Pakistan jets attack house of Taleban figure's relative
14 March 2010
BBC Monitoring

(3) UPDATE 1-Pakistani jets kill 16 militants-official
14 March 2010
Reuters News",,,,"political administration official, Khaista Akbar, a government official",5,Upper Tehsil,,Federally Administered Tribal Areas,Orakzai Agency,33.670970,70.775148,POINT (70.775148 33.670970),178342,Pakistan,770,Asia,1,1,03/14/2010 00:00:00,03/14/2010 00:00:00,0,8,0,0,8,9,3,
57993,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"(1) SATP Pakistan datasheet

(2) Pakistan troops kill three militants in northwest
15 March 2010
BBC Monitoring",,,,officials,2,Khwazakhela Town,,Khyber Pakhtunkwa Province,Swat District,34.937144,72.469297,POINT (72.469297 34.937144),179785,Pakistan,770,Asia,1,1,03/15/2010 00:00:00,03/15/2010 00:00:00,0,4,0,0,4,4,3,
57994,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"(1) Five security personnel killed in Pakistan tribal area attack - TV
17 March 2010
BBC Monitoring

(2) SATP Pakistan datasheet

(3) Five security men killed in Pakistan tribal area attack - website
17 March 2010
BBC Monitoring",,,,,2,Akakhel Area,,Federally Administered Tribal Areas,Khyber Agency,33.843346,70.983627,POINT (70.983627 33.843346),178342,Pakistan,770,Asia,1,1,03/17/2010 00:00:00,03/17/2010 00:00:00,5,0,0,0,5,5,5,
57995,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,SATP Pakistan datasheet,,,,Military media centre in Swat,3,Abbottabad District,,Khyber Pakhtunkwa Province,Abbottabad District,34.094972,73.260429,POINT (73.260429 34.094972),179067,Pakistan,770,Asia,1,1,03/17/2010 00:00:00,03/17/2010 00:00:00,0,5,0,0,5,5,5,
57997,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,SATP Pakistan datasheet,,,,Military media centre in Swat,2,Darra Adam Khel Town,,Federally Administered Tribal Areas,FR Kohat,33.693980,71.495319,POINT (71.495319 33.693980),178343,Pakistan,770,Asia,1,1,03/17/2010 00:00:00,03/17/2010 00:00:00,0,6,0,0,6,6,6,
57998,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,SATP Pakistan datasheet,,,,official sources,3,Orakzai Agency,,Federally Administered Tribal Areas,Orakzai Agency,33.707767,71.002380,POINT (71.002380 33.707767),178343,Pakistan,770,Asia,1,1,03/19/2010 00:00:00,03/19/2010 00:00:00,0,2,0,0,2,1,1,
57999,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"(1) Pakistan troops kill 21 militants in Orakzai tribal area - sources
24 March 2010
BBC Monitoring

(2) SATP Pakistan datasheet

(3) Pakistani fighter jets pound militant hide-outs in restive northwest, killing 23 insurgents
24 March 2010
Associated Pres",,,,official sources,2,Anjani Town,,Federally Administered Tribal Areas,Orakzai Agency,33.778911,71.112119,POINT (71.112119 33.778911),178343,Pakistan,770,Asia,1,1,03/24/2010 00:00:00,03/24/2010 00:00:00,0,21,0,0,21,23,21,
58000,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"(1) SATP Pakistan datasheet

(2) Pakistani officials: Airstrikes kill 61 suspected militants in Afghan border region
25 March 2010
Associated Press Newswires

(3) Pakistani jets kill nearly 50 in tribal region
25 March 2010
Reuters News",,,,,2,Mamozai Area,,Federally Administered Tribal Areas,Orakzai Agency,33.623548,70.956161,POINT (70.956161 33.623548),178342,Pakistan,770,Asia,1,1,03/25/2010 00:00:00,03/25/2010 00:00:00,0,24,0,0,24,24,24,
58001,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"(1) SATP Pakistan datasheet

(2) FACTBOX-Security developments in Pakistan, March 27
27 March 2010
Reuters News

(3) Gunship helicopter attack kills six militants in Pakistan's Orakzai - website
27 March 2010
BBC Monitoring",,,,intelligence officials,1,Sultanzai village,,Federally Administered Tribal Areas,Orakzai Agency,33.774201,71.099865,POINT (71.099865 33.774201),178343,Pakistan,770,Asia,1,1,03/27/2010 00:00:00,03/27/2010 00:00:00,0,2,0,0,2,3,1,
58002,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"(1) SATP Pakistan datasheet

(2) Pakistani jets kill 26 Taliban in Orakzai
30 March 2010
Reuters News

(3) At least 26 militants killed in Pakistan's Orakzai Agency tribal area
30 March 2010
BBC Monitoring

(4) Pakistani air strikes kill 37 militants in O",,,,,2,Arghanjo Town,,Federally Administered Tribal Areas,Orakzai Agency,33.716093,70.664526,POINT (70.664526 33.716093),178342,Pakistan,770,Asia,1,1,03/30/2010 00:00:00,03/30/2010 00:00:00,0,20,0,0,20,20,20,
58003,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"(1) SATP Pakistan datasheet

(2) Pakistani jets kill 26 Taliban in Orakzai
30 March 2010
Reuters News

(3) At least 26 militants killed in Pakistan's Orakzai Agency tribal area
30 March 2010
BBC Monitoring

(4) Pakistani air strikes kill 37 militants in O",,,,,2,Anjani Town,,Federally Administered Tribal Areas,Orakzai Agency,33.778911,71.112119,POINT (71.112119 33.778911),178343,Pakistan,770,Asia,1,1,03/30/2010 00:00:00,03/30/2010 00:00:00,0,6,0,0,6,6,6,
58004,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"(1) SATP Pakistan datasheet

(2) Pakistani jets kill 26 Taliban in Orakzai
30 March 2010
Reuters News

(3) At least 26 militants killed in Pakistan's Orakzai Agency tribal area
30 March 2010
BBC Monitoring

(4) Pakistani air strikes kill 37 militants in O",,,,,5,Lower Orakzai Tehsil,,Federally Administered Tribal Areas,Orakzai Agency,33.786121,71.093878,POINT (71.093878 33.786121),178343,Pakistan,770,Asia,1,1,03/30/2010 00:00:00,03/30/2010 00:00:00,0,9,0,0,9,9,9,
58005,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"(1) SATP Pakistan datasheet

(2) Five militants killed in Pakistan's Mohmand Agency
1 April 2010
BBC Monitoring",,,,officials,2,Safi Tehsil,,Federally Administered Tribal Areas,Mohmand Agency,34.501375,71.271401,POINT (71.271401 34.501375),179783,Pakistan,770,Asia,1,1,03/31/2010 00:00:00,03/31/2010 00:00:00,0,5,0,0,5,5,5,
58006,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"(1) SATP Pakistan datasheet

(2) Twenty Taliban, 5 Pakistani soldiers killed in fight
31 March 2010
Reuters News",,,,officials,5,Lower Orakzai Tehsil,,Federally Administered Tribal Areas,Orakzai Agency,33.786121,71.093878,POINT (71.093878 33.786121),178343,Pakistan,770,Asia,1,1,03/31/2010 00:00:00,03/31/2010 00:00:00,0,3,0,0,3,4,2,
58007,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"(1) SATP Pakistan datasheet

(2) FACTBOX-Security developments in Pakistan, April 1
1 April 2010
Reuters News

(3) Pakistani security forces kill 28 suspected insurgents near Afghan border
1 April 2010
Associated Press Newswires",,,,Government official Sami Ullah,3,Orakzai Agency,,Federally Administered Tribal Areas,Orakzai Agency,33.707767,71.002380,POINT (71.002380 33.707767),178343,Pakistan,770,Asia,1,1,04/01/2010 00:00:00,04/01/2010 00:00:00,0,18,0,0,18,24,13,
58008,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"(1) FACTBOX-Security developments in Pakistan, April 1
1 April 2010
Reuters News

(2) Pakistani security forces kill 28 suspected insurgents near Afghan border
1 April 2010
Associated Press Newswires",,,,local military commander Lt. Col. Akbar Butt,3,Kurram Agency,,Federally Administered Tribal Areas,Kurram Agency,33.710172,70.340096,POINT (70.340096 33.710172),178341,Pakistan,770,Asia,1,1,04/01/2010 00:00:00,04/01/2010 00:00:00,0,10,0,0,10,10,10,
58009,,2010,True,Clear,1,404,404,Pakistan:Government,11336,11336,Government of Pakistan - Lashkar-e-Islam,142,142,Government of Pakistan,399,399,Lashkar-e-Islam,-1,SATP,,,,,2,Bara Town,,Federally Administered Tribal Areas,Khyber Agency,33.914722,71.468056,POINT (71.468056 33.914722),178343,Pakistan,770,Asia,1,1,04/01/2010 00:00:00,04/01/2010 00:00:00,0,6,0,0,6,6,6,
58010,,2010,True,Clear,2,5549,4939,TTP - MR - TTP - MT,5549,5549,TTP - MR - TTP - MT,1102,1102,TTP - MR,1103,1103,TTP - MT,-1,SATP,,,,,3,Orakzai Agency,,Federally Administered Tribal Areas,Orakzai Agency,33.707767,71.002380,POINT (71.002380 33.707767),178343,Pakistan,770,Asia,1,1,04/01/2010 00:00:00,04/01/2010 00:00:00,0,0,0,6,6,6,6,
58011,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"(1) Two Taleban commanders, six militants killed in Pakistan tribal area - paper
2 April 2010
BBC Monitoring

(2) SATP Pakistan datasheet",,,,,2,Akakhel Area,,Federally Administered Tribal Areas,Khyber Agency,33.843346,70.983627,POINT (70.983627 33.843346),178342,Pakistan,770,Asia,1,1,04/01/2010 00:00:00,04/01/2010 00:00:00,0,2,0,0,2,2,2,
58012,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,2,"""Reuters News,2010-04-04,Pakistan troops repulse attacks, ""kill 40 militants"""";""Associated Press Newswires,2010-04-04,Official: Troops kill 38 militants in Pakistan's Taliban-infested northwest

AU 	
HUSSAIN AFZAL""",Reuters News;Associated Press Newswires,2010-04-04;2010-04-04,"Pakistan troops repulse attacks, ""kill 40 militants"";Official: Troops kill 38 militants in Pakistan's Taliban-infested northwest

AU 	
HUSSAIN AFZAL","Sajid Khan, a government official,  Samiullah Khan, a senior government administrator in the Orakzai region",3,Orakzai Agency,,Federally Administered Tribal Areas,Orakzai Agency,33.707767,71.002380,POINT (71.002380 33.707767),178343,Pakistan,770,Asia,1,1,04/04/2010 00:00:00,04/04/2010 00:00:00,0,20,0,0,20,26,20,
58013,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"(1) Pakistan troops repulse attacks, ""kill 40 militants""
4 April 2010
Reuters News

(2) SATP Pakistan datasheet

(3) Official: Troops kill 38 militants in Pakistan's Taliban-infested northwest
4 April 2010
Associated Press Newswires",,,,"Sajid Khan, a government official,  Samiullah Khan, a senior government administrator in the Orakzai region",3,Swat District,,Khyber Pakhtunkwa Province,Swat District,35.241602,72.499333,POINT (72.499333 35.241602),180505,Pakistan,770,Asia,1,1,04/04/2010 00:00:00,04/04/2010 00:00:00,0,12,0,0,12,12,12,
58014,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"(1) Pakistani security forces kill 29 suspected militants in northwestern tribal belt
9 April 2010
Associated Press Newswires

(2) SATP Pakistan datasheet

(3) UPDATE 1-Pakistan says 15 militants killed in Orakzai clash
9 April 2010
Reuters News",,,,"Lt. Col. Tahir Akram, a spokesman for the paramilitary Frontier Corps",2,Bizoti village,,Federally Administered Tribal Areas,Orakzai Agency,33.784689,70.975705,POINT (70.975705 33.784689),178342,Pakistan,770,Asia,1,1,04/09/2010 00:00:00,04/09/2010 00:00:00,0,15,0,0,15,19,15,
58015,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"(1) Pakistani army kills 54 militants in overnight airstrikes near Afghan border, official says
10 April 2010
Associated Press Newswires

(2) Pakistan military reportedly establishes full control over lower Orakzai area
11 April 2010
BBC Monitoring",,,,,3,Orakzai Agency,,Federally Administered Tribal Areas,Orakzai Agency,33.707767,71.002380,POINT (71.002380 33.707767),178343,Pakistan,770,Asia,1,2,04/09/2010 00:00:00,04/10/2010 00:00:00,0,0,0,0,0,54,0,
