id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
52869,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,2,Mamuzai locality,,Federally Administered Tribal Areas,Kurram Agency,33.629150,70.588340,POINT (70.588340 33.629150),178342,Pakistan,770,Asia,1,1,01/28/2012 00:00:00,01/28/2012 00:00:00,2,0,0,0,2,2,2,
52876,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"AP 11/3 2012 ""Police: Suicide bomber targeting anti-Taliban politician kills 15 in northwest Pakistan",,,,Police,1,Peshawar Town,,Khyber Pakhtunkwa Province,Peshawar District,34.016667,71.583333,POINT (71.583333 34.016667),179064,Pakistan,770,Asia,1,1,03/11/2012 00:00:00,03/11/2012 00:00:00,0,1,15,0,16,16,16,
52887,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,2,Peshawar Town,,Khyber Pakhtunkwa Province,Peshawar District,34.016667,71.583333,POINT (71.583333 34.016667),179064,Pakistan,770,Asia,1,1,04/30/2012 00:00:00,04/30/2012 00:00:00,1,0,0,0,1,1,1,
52888,,2012,True,Clear,1,325,325,Pakistan:Balochistan,711,711,Government of Pakistan - BRA,142,142,Government of Pakistan,289,289,BRA,-1,BRA Achives 2012,,,,BRA website,3,Dera Bugti District,,Balochistan Province,Dera Bugti District,28.942498,69.068830,POINT (69.068830 28.942498),171139,Pakistan,770,Asia,1,1,05/05/2012 00:00:00,05/05/2012 00:00:00,0,0,0,0,0,2,0,
52890,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"BBC M SA 14/5 2012 ""Pakistani gunship helicopters raid militant positions in Kurram tribal area",,,,Dawn (Pakistani newspaper),2,Khwaezai Area,,Federally Administered Tribal Areas,Mohmand Agency,34.399100,71.264700,POINT (71.264700 34.399100),179063,Pakistan,770,Asia,1,1,05/14/2012 00:00:00,05/14/2012 00:00:00,0,0,0,1,1,1,1,
52891,,2012,True,Clear,1,325,325,Pakistan:Balochistan,711,711,Government of Pakistan - BRA,142,142,Government of Pakistan,289,289,BRA,-1,"BBC M SA 17/5 2012 ""Two police officials killed in attack in Pakistan's Balochistan",,,,The Express Tribune (Pakistani newspaper),2,Eastern Bypass Road,,Balochistan Province,Quetta District,30.119639,66.997482,POINT (66.997482 30.119639),173294,Pakistan,770,Asia,1,1,05/17/2012 00:00:00,05/17/2012 00:00:00,2,0,0,0,2,2,2,
52892,,2012,True,Clear,1,325,325,Pakistan:Balochistan,711,711,Government of Pakistan - BRA,142,142,Government of Pakistan,289,289,BRA,-1,BRA Achives 2012,,,,BRA website,3,Kech District,,Balochistan Province,Kech District,26.017915,63.110307,POINT (63.110307 26.017915),167527,Pakistan,770,Asia,1,1,05/20/2012 00:00:00,05/20/2012 00:00:00,0,0,0,0,0,2,0,
52910,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,2,Mamozai Area,,Federally Administered Tribal Areas,Orakzai Agency,33.623548,70.956161,POINT (70.956161 33.623548),178342,Pakistan,770,Asia,1,1,08/10/2012 00:00:00,08/10/2012 00:00:00,0,7,0,0,7,6,7,
52911,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"BBC M SA 15/8 2012 ""Landmine blast kills one in Pakistan tribal area",,,,Dawn (Pakistani newspaper),2,Sara Garhi Town,,Federally Administered Tribal Areas,Kurram Agency,33.666326,70.630091,POINT (70.630091 33.666326),178342,Pakistan,770,Asia,1,1,08/15/2012 00:00:00,08/15/2012 00:00:00,1,0,0,0,1,1,1,
52912,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"AFP 18/8 2012 ""Five killed in Pakistan suicide bombing: official",,,,Military officials,1,Quetta Town,,Balochistan Province,Quetta District,30.183333,67.000000,POINT (67.000000 30.183333),173295,Pakistan,770,Asia,1,1,08/18/2012 00:00:00,08/18/2012 00:00:00,5,1,0,0,6,6,6,
52924,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,2,Mandan Police Station,,Khyber Pakhtunkwa Province,Bannu District,32.946389,70.608611,POINT (70.608611 32.946389),176902,Pakistan,770,Asia,1,1,10/08/2012 00:00:00,10/08/2012 00:00:00,2,0,0,0,2,2,2,
52934,,2012,True,Clear,1,325,325,Pakistan:Balochistan,711,711,Government of Pakistan - BRA,142,142,Government of Pakistan,289,289,BRA,-1,BRA Achives 2012,,,,BRA website,2,Mand Town,,Balochistan Province,Kech District,26.116667,62.066667,POINT (62.066667 26.116667),167525,Pakistan,770,Asia,1,1,11/12/2012 00:00:00,11/12/2012 00:00:00,0,0,0,0,0,2,0,
52946,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,3,North Waziristan,,Federally Administered Tribal Areas,North Waziristan,32.950871,69.957639,POINT (69.957639 32.950871),176900,Pakistan,770,Asia,1,1,12/31/2012 00:00:00,12/31/2012 00:00:00,0,9,0,0,9,9,9,
52949,,2012,True,Clear,1,325,325,Pakistan:Balochistan,711,711,Government of Pakistan - BRA,142,142,Government of Pakistan,289,289,BRA,-1,BRA Achives 2012,,,,BRA website,3,Dera Bugti District,,Balochistan Province,Dera Bugti District,28.942498,69.068830,POINT (69.068830 28.942498),171139,Pakistan,770,Asia,1,1,12/21/2012 00:00:00,12/21/2012 00:00:00,0,0,0,0,0,2,0,
52954,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"BBC M SA 20/11 2012 ""Four militants killed in Pakistan's North Waziristan",,,,Daily Times (Pakistani newspaper),1,Mir Ali Town,,Federally Administered Tribal Areas,North Waziristan,32.970219,70.200000,POINT (70.200000 32.970219),176901,Pakistan,770,Asia,1,1,11/19/2012 00:00:00,11/19/2012 00:00:00,0,0,0,4,4,4,4,
52958,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,2,Tirah Valley,,Federally Administered Tribal Areas,Khyber Agency,33.812500,70.676944,POINT (70.676944 33.812500),178342,Pakistan,770,Asia,1,1,12/31/2012 00:00:00,12/31/2012 00:00:00,0,8,0,0,8,8,8,
52959,,2012,True,Clear,1,325,325,Pakistan:Balochistan,711,711,Government of Pakistan - BRA,142,142,Government of Pakistan,289,289,BRA,-1,BRA Achives 2012,,,,BRA website,3,Dera Bugti District,,Balochistan Province,Dera Bugti District,28.942498,69.068830,POINT (69.068830 28.942498),171139,Pakistan,770,Asia,1,1,12/31/2012 00:00:00,12/31/2012 00:00:00,3,1,0,0,4,4,4,
52965,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"AFP 16/12 2012 ""3 militants, policeman killed in Pakistan shootout: official",,,,Police,1,Peshawar Town,,Khyber Pakhtunkwa Province,Peshawar District,34.016667,71.583333,POINT (71.583333 34.016667),179064,Pakistan,770,Asia,1,1,12/16/2012 00:00:00,12/16/2012 00:00:00,1,5,0,0,6,6,6,
52968,,2012,True,Clear,1,404,404,Pakistan:Government,11336,11336,Government of Pakistan - Lashkar-e-Islam,142,142,Government of Pakistan,399,399,Lashkar-e-Islam,-1,"BBC M SA 19/10 2012 ""Eight terrorists killed in Pakistan tribal area",,,,Daily Times (Pakistani newspaper),1,Bara Town,,Federally Administered Tribal Areas,Khyber Agency,33.914722,71.468056,POINT (71.468056 33.914722),178343,Pakistan,770,Asia,1,1,10/18/2012 00:00:00,10/18/2012 00:00:00,0,8,0,0,8,8,8,
52971,,2012,False,Clear,1,325,325,Pakistan:Balochistan,11521,11521,Government of Pakistan - UBA,142,142,Government of Pakistan,3192,3192,UBA,-1,Pakistan Timeline 2012,,,,SATP,1,Quetta Town,,Balochistan Province,Quetta District,30.183333,67.000000,POINT (67.000000 30.183333),173295,Pakistan,770,Asia,1,1,10/08/2012 00:00:00,10/08/2012 00:00:00,0,0,1,0,1,1,1,
52973,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,1,Karachi Town,,Sindh Province,Karachi District,24.860000,67.010000,POINT (67.010000 24.860000),165375,Pakistan,770,Asia,1,1,10/22/2012 00:00:00,10/22/2012 00:00:00,1,0,0,0,1,1,1,
52975,,2012,True,Clear,2,5577,4967,Lashkar-e-Islam - Lashkar of Zakakhel tribe,5577,5577,Lashkar-e-Islam - Lashkar of Zakakhel tribe,399,399,Lashkar-e-Islam,1142,1142,Lashkar of Zakakhel tribe,-1,Pakistan Timeline 2012,,,,SATP,2,Zakha Khel Area,,Federally Administered Tribal Areas,Khyber Agency,34.036127,71.113004,POINT (71.113004 34.036127),179063,Pakistan,770,Asia,1,1,10/11/2012 00:00:00,10/11/2012 00:00:00,0,2,0,0,2,2,2,
52977,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,2,Safi Tehsil,,Federally Administered Tribal Areas,Mohmand Agency,34.501375,71.271401,POINT (71.271401 34.501375),179783,Pakistan,770,Asia,1,1,12/02/2012 00:00:00,12/02/2012 00:00:00,0,0,2,0,2,2,2,
52978,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"BBC M SA 2/12 2012 ""Suicide bombers killed before possible attacks in northwest Pakistan",,,,Dawn (Pakistani newspaper),1,Dir Colony,,Khyber Pakhtunkwa Province,Peshawar District,33.988778,71.585348,POINT (71.585348 33.988778),178344,Pakistan,770,Asia,1,1,12/02/2012 00:00:00,12/02/2012 00:00:00,0,0,0,1,1,1,1,
52979,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"BBC M SA 2/12 2012 ""Suicide bombers killed before possible attacks in northwest Pakistan",,,,Dawn (Pakistani newspaper),2,Garang Town,,Federally Administered Tribal Areas,Mohmand Agency,34.441048,71.425488,POINT (71.425488 34.441048),179063,Pakistan,770,Asia,1,1,12/02/2012 00:00:00,12/02/2012 00:00:00,0,0,0,2,2,2,2,
52980,,2012,True,Clear,1,404,404,Pakistan:Government,11336,11336,Government of Pakistan - Lashkar-e-Islam,142,142,Government of Pakistan,399,399,Lashkar-e-Islam,-1,Pakistan Timeline 2012,,,,SATP,2,Akakhel Area,,Federally Administered Tribal Areas,Khyber Agency,33.843346,70.983627,POINT (70.983627 33.843346),178342,Pakistan,770,Asia,1,1,10/26/2012 00:00:00,10/26/2012 00:00:00,0,9,0,0,9,9,9,
52984,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"AFP 7/11 2012 ""Pakistan suicide attack kills six: officials",,,,Police,1,Peshawar Town,,Khyber Pakhtunkwa Province,Peshawar District,34.016667,71.583333,POINT (71.583333 34.016667),179064,Pakistan,770,Asia,1,1,11/07/2012 00:00:00,11/07/2012 00:00:00,1,0,5,1,7,7,7,
52985,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"BBC M SA 7/11 2012 ""One killed, 14 injured in Pakistan tribal area blast",,,,Associated Press of Pakistan (APP),1,Sadda Town,,Federally Administered Tribal Areas,Kurram Agency,33.705833,70.328333,POINT (70.328333 33.705833),178341,Pakistan,770,Asia,1,1,11/07/2012 00:00:00,11/07/2012 00:00:00,1,0,0,0,1,1,1,
53014,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,2,Aza Khel Town,,Khyber Pakhtunkwa Province,Nowshera District,33.997108,71.856685,POINT (71.856685 33.997108),178344,Pakistan,770,Asia,1,1,09/23/2012 00:00:00,09/23/2012 00:00:00,0,2,0,0,2,2,2,
53015,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"BBC M SA 24/9 2012 ""Two Pakistan Taleban commanders killed in northwest operation",,,,The News (Pakistani newspaper),1,Aza Khel Town,,Khyber Pakhtunkwa Province,Nowshera District,33.997108,71.856685,POINT (71.856685 33.997108),178344,Pakistan,770,Asia,1,1,09/23/2012 00:00:00,09/23/2012 00:00:00,0,2,0,0,2,2,2,
53021,,2012,True,Clear,1,325,325,Pakistan:Balochistan,711,711,Government of Pakistan - BRA,142,142,Government of Pakistan,289,289,BRA,-1,BRA Achives 2012,,,,BRA website,2,Mand Town,,Balochistan Province,Kech District,26.116667,62.066667,POINT (62.066667 26.116667),167525,Pakistan,770,Asia,1,1,08/15/2012 00:00:00,08/15/2012 00:00:00,0,0,0,0,0,2,0,
53026,,2012,True,Clear,1,325,325,Pakistan:Balochistan,711,711,Government of Pakistan - BRA,142,142,Government of Pakistan,289,289,BRA,-1,BRA Achives 2012,,,,BRA website,1,Turbat Town,,Balochistan Province,Kech District,26.004167,63.060556,POINT (63.060556 26.004167),167527,Pakistan,770,Asia,1,1,08/10/2012 00:00:00,08/10/2012 00:00:00,0,0,0,0,0,7,0,
53035,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,3,Tank District,,Khyber Pakhtunkwa Province,Tank District,32.240003,70.392559,POINT (70.392559 32.240003),176181,Pakistan,770,Asia,1,1,06/03/2012 00:00:00,06/03/2012 00:00:00,0,2,0,0,2,2,2,
53043,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"BBC M SA 28/6 2012 ""Pakistan security forces kill seven militants in northwest ambush",,,,Associated Press of Pakistan (APP),3,Upper Dir District,,Khyber Pakhtunkwa Province,Upper Dir District,35.308785,72.046918,POINT (72.046918 35.308785),180505,Pakistan,770,Asia,1,1,06/27/2012 00:00:00,06/27/2012 00:00:00,0,0,0,7,7,7,7,
53046,,2006,True,Clear,1,325,325,Pakistan:Balochistan,710,710,Government of Pakistan - Baloch Ittehad,142,142,Government of Pakistan,288,288,Baloch Ittehad,-1,R 270806,,,,interior ministry,2,Nal Town,,Balochistan Province,Khuzdar District,27.681111,66.178056,POINT (66.178056 27.681111),169693,Pakistan,770,Asia,1,1,08/26/2006 00:00:00,08/26/2006 00:00:00,5,37,0,0,42,42,42,
53047,,2007,True,Clear,1,325,325,Pakistan:Balochistan,709,709,Government of Pakistan - BLA,142,142,Government of Pakistan,287,287,BLA,-1,balochvoice.com 29/1,,,,,2,Kahan Town,,Balochistan Province,Kohlu District,29.456028,68.873291,POINT (68.873291 29.456028),171858,Pakistan,770,Asia,1,1,01/29/2007 00:00:00,01/29/2007 00:00:00,0,0,0,0,0,7,0,
53058,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,1,Shawa Town,,Federally Administered Tribal Areas,North Waziristan,33.242109,70.483995,POINT (70.483995 33.242109),177621,Pakistan,770,Asia,1,1,04/19/2012 00:00:00,04/19/2012 00:00:00,0,0,0,9,9,9,9,
53060,,2012,True,Clear,1,325,325,Pakistan:Balochistan,711,711,Government of Pakistan - BRA,142,142,Government of Pakistan,289,289,BRA,-1,BRA Achives 2012,,,,BRA website,3,Kalat District,,Balochistan Province,Kalat District,28.882421,66.531649,POINT (66.531649 28.882421),171134,Pakistan,770,Asia,1,1,04/30/2012 00:00:00,04/30/2012 00:00:00,0,0,0,0,0,3,0,
53069,,2012,True,Clear,1,325,325,Pakistan:Balochistan,711,711,Government of Pakistan - BRA,142,142,Government of Pakistan,289,289,BRA,-1,BRA Achives 2012,,,,BRA website,2,Qambrani Road,,Balochistan Province,Quetta District,30.099864,66.955716,POINT (66.955716 30.099864),173294,Pakistan,770,Asia,1,1,05/10/2012 00:00:00,05/10/2012 00:00:00,0,0,0,0,0,2,0,
53070,,2012,True,Clear,3,356,530,TTP - Civilians,356,997,TTP - Civilians,356,356,TTP,9999,1,Civilians,-1,"BBC M SA 11/5 2012 ""Former member of anti-Taleban peace panel shot dead in northwest Pakistan",,,,Associated Press of Pakistan (APP),1,Gomal Town,,Khyber Pakhtunkwa Province,Tank District,32.115833,70.158056,POINT (70.158056 32.115833),176181,Pakistan,770,Asia,1,1,05/10/2012 00:00:00,05/10/2012 00:00:00,0,0,1,0,1,1,1,
53075,,2012,True,Clear,1,325,325,Pakistan:Balochistan,711,711,Government of Pakistan - BRA,142,142,Government of Pakistan,289,289,BRA,-1,Pakistan Timeline 2012,,,,SATP,1,Quetta Town,,Balochistan Province,Quetta District,30.183333,67.000000,POINT (67.000000 30.183333),173295,Pakistan,770,Asia,1,1,05/14/2012 00:00:00,05/14/2012 00:00:00,2,0,2,0,4,4,4,
53076,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,2,Tirah Valley,,Federally Administered Tribal Areas,Khyber Agency,33.812500,70.676944,POINT (70.676944 33.812500),178342,Pakistan,770,Asia,1,1,03/03/2012 00:00:00,03/03/2012 00:00:00,0,4,0,0,4,4,4,
53077,,2012,True,Clear,1,325,325,Pakistan:Balochistan,711,711,Government of Pakistan - BRA,142,142,Government of Pakistan,289,289,BRA,-1,BRA Achives 2012,,,,BRA website,3,Dera Bugti District,,Balochistan Province,Dera Bugti District,28.942498,69.068830,POINT (69.068830 28.942498),171139,Pakistan,770,Asia,1,1,03/11/2012 00:00:00,03/11/2012 00:00:00,0,0,0,0,0,6,0,
53078,,2012,True,Clear,3,356,530,TTP - Civilians,356,997,TTP - Civilians,356,356,TTP,9999,1,Civilians,-1,"BBC M SA 19/5 2012 ""Peace body member killed in Pakistan's Bajaur attack",,,,Dawn (Pakistani newspaper),2,Mamund Town,,Federally Administered Tribal Areas,Bajaur Agency,34.814722,71.421667,POINT (71.421667 34.814722),179783,Pakistan,770,Asia,1,1,05/17/2012 00:00:00,05/17/2012 00:00:00,0,0,1,0,1,1,1,
53080,,2012,True,Clear,1,404,404,Pakistan:Government,11336,11336,Government of Pakistan - Lashkar-e-Islam,142,142,Government of Pakistan,399,399,Lashkar-e-Islam,-1,Pakistan Timeline 2012,,,,SATP,1,Sipah Town,,Federally Administered Tribal Areas,Khyber Agency,33.887778,70.908333,POINT (70.908333 33.887778),178342,Pakistan,770,Asia,1,1,03/14/2012 00:00:00,03/14/2012 00:00:00,0,6,15,0,21,21,21,
53081,,2012,True,Clear,2,11383,10773,Lashkar-e-Islam - Tawheed ul-Islam ,11383,11383,Lashkar-e-Islam - Tawheed ul-Islam ,399,399,Lashkar-e-Islam,1178,1178,Tawheed ul-Islam ,-1,"BBC M SA 22/3 2012 ""Three suspected militants killed in Pakistan tribal area - report",,,,Daily Times (Pakistani newspaper),2,Zakha Khel Area,,Federally Administered Tribal Areas,Khyber Agency,34.036127,71.113004,POINT (71.113004 34.036127),179063,Pakistan,770,Asia,1,2,03/18/2012 00:00:00,03/20/2012 00:00:00,3,0,0,0,3,3,3,
53085,,2012,True,Clear,1,325,325,Pakistan:Balochistan,711,711,Government of Pakistan - BRA,142,142,Government of Pakistan,289,289,BRA,-1,BRA Achives 2012,,,,BRA website,2,Kalair Area,,Balochistan Province,Gwadar District,25.397704,62.409149,POINT (62.409149 25.397704),166085,Pakistan,770,Asia,1,1,03/26/2012 00:00:00,03/26/2012 00:00:00,0,0,0,0,0,2,0,
53086,,2011,True,Clear,2,5577,4967,Lashkar-e-Islam - Lashkar of Zakakhel tribe,5577,5577,Lashkar-e-Islam - Lashkar of Zakakhel tribe,399,399,Lashkar-e-Islam,1142,1142,Lashkar of Zakakhel tribe,-1,SATP,,,,,2,Naray Baba area,,Federally Administered Tribal Areas,Khyber Agency,34.021103,71.287420,POINT (71.287420 34.021103),179063,Pakistan,770,Asia,1,1,12/02/2011 00:00:00,12/02/2011 00:00:00,0,2,0,0,2,2,2,
53089,,2011,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,SATP,,,,,5,Upper Tehsil,,Federally Administered Tribal Areas,Orakzai Agency,33.670970,70.775148,POINT (70.775148 33.670970),178342,Pakistan,770,Asia,1,1,12/21/2011 00:00:00,12/21/2011 00:00:00,0,30,0,0,30,30,30,
53092,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,5,Upper Tehsil,,Federally Administered Tribal Areas,Orakzai Agency,33.670970,70.775148,POINT (70.775148 33.670970),178342,Pakistan,770,Asia,1,1,01/02/2012 00:00:00,01/02/2012 00:00:00,0,20,0,0,20,20,20,
53102,,2012,True,Clear,1,325,325,Pakistan:Balochistan,709,709,Government of Pakistan - BLA,142,142,Government of Pakistan,287,287,BLA,-1,"AFP 1/2 2012 ""15 killed in Pakistan's southwest: officials",,,,Frontier Corps spokesman,4,Balochistan Province,,Balochistan Province,,28.478488,65.643553,POINT (65.643553 28.478488),170412,Pakistan,770,Asia,1,1,02/01/2012 00:00:00,02/01/2012 00:00:00,14,0,1,0,15,15,15,
53103,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"R 1/2 2012 ""UPDATE 1-Heavy fighting in Pakistan tribal areas kills dozens",,,,Security officials,2,Mamuzai locality,,Federally Administered Tribal Areas,Kurram Agency,33.629150,70.588340,POINT (70.588340 33.629150),178342,Pakistan,770,Asia,1,1,02/01/2012 00:00:00,02/01/2012 00:00:00,0,12,0,6,18,18,18,
53104,,2010,True,Clear,2,5548,4938,Forces of Momin Afridi - TTP - TA,5548,5548,Forces of Momin Afridi - TTP - TA,1100,1100,Forces of Momin Afridi,1101,1101,TTP - TA,-1,"Three killed, 35 injured in Pakistan's Peshawar mosque blast
6 November 2010
BBC Monitoring",,,,,2,Peshawar Town,,Khyber Pakhtunkwa Province,Peshawar District,34.016667,71.583333,POINT (71.583333 34.016667),179064,Pakistan,770,Asia,1,1,11/05/2010 00:00:00,11/05/2010 00:00:00,0,0,0,3,3,3,3,
53111,,2010,True,Clear,3,356,530,TTP - Civilians,356,997,TTP - Civilians,356,356,TTP,9999,1,Civilians,-1,"Pakistan militants kill human rights activist of North Waziristan
9 December 2010
BBC Monitoring",,,,,3,North Waziristan,,Federally Administered Tribal Areas,North Waziristan,32.950871,69.957639,POINT (69.957639 32.950871),176900,Pakistan,770,Asia,1,1,12/06/2010 00:00:00,12/06/2010 00:00:00,0,0,1,0,1,1,1,
53112,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"Key Taleban commander killed in Pakistan's South Waziristan - TV
28 December 2010
BBC Monitoring",,,,,2,Sararogha Town,,Federally Administered Tribal Areas,South Waziristan,32.515556,70.025833,POINT (70.025833 32.515556),176901,Pakistan,770,Asia,1,1,12/07/2010 00:00:00,12/07/2010 00:00:00,0,1,0,0,1,1,1,
53113,,2011,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"FACTBOX-Security developments in Pakistan, Feb 24
24 February 2011
Reuters News",,,,,3,Khyber Agency,,Federally Administered Tribal Areas,Khyber Agency,33.961134,71.057703,POINT (71.057703 33.961134),178343,Pakistan,770,Asia,1,1,02/24/2011 00:00:00,02/24/2011 00:00:00,5,0,0,0,5,5,5,
53114,,2010,True,Clear,3,356,530,TTP - Civilians,356,997,TTP - Civilians,356,356,TTP,9999,1,Civilians,-1,"Militant group's ex-commander killed in Pakistan tribal area
26 December 2010
BBC Monitoring",,,,,2,Bara Town,,Federally Administered Tribal Areas,Khyber Agency,33.914722,71.468056,POINT (71.468056 33.914722),178343,Pakistan,770,Asia,1,1,12/24/2010 00:00:00,12/24/2010 00:00:00,0,0,1,0,1,1,1,
53115,,2011,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"Security forces kill seven militants in Pakistan tribal area - agency 
2011-01-12
BBC",,,,sources,5,Upper Tehsil,,Federally Administered Tribal Areas,Orakzai Agency,33.670970,70.775148,POINT (70.775148 33.670970),178342,Pakistan,770,Asia,1,1,01/12/2011 00:00:00,01/12/2011 00:00:00,0,7,0,0,7,7,7,
53118,,2011,True,Clear,1,325,325,Pakistan:Balochistan,709,709,Government of Pakistan - BLA,142,142,Government of Pakistan,287,287,BLA,-1,SATP,,,,,2,Chamalang Town,,Balochistan Province,Loralai District,30.173105,69.445672,POINT (69.445672 30.173105),173299,Pakistan,770,Asia,1,1,10/23/2011 00:00:00,10/23/2011 00:00:00,2,0,0,0,2,2,2,
53122,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,SATP Pakistan datasheet,,,,,3,Mardan District,,Khyber Pakhtunkwa Province,Mardan District,34.306708,72.090417,POINT (72.090417 34.306708),179065,Pakistan,770,Asia,1,1,07/22/2010 00:00:00,07/22/2010 00:00:00,0,3,0,0,3,3,3,
53123,,2011,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,SATP,,,,,2,Sarwakai Area,,Federally Administered Tribal Areas,South Waziristan,32.055556,69.300000,POINT (69.300000 32.055556),176179,Pakistan,770,Asia,1,1,05/04/2011 00:00:00,05/04/2011 00:00:00,1,0,0,0,1,1,1,
53124,,2011,True,Clear,3,388,540,LeJ - Civilians,388,1007,LeJ - Civilians,388,388,LeJ,9999,1,Civilians,-1,SATP,,,,,1,Quetta Town,,Balochistan Province,Quetta District,30.183333,67.000000,POINT (67.000000 30.183333),173295,Pakistan,770,Asia,1,1,05/06/2011 00:00:00,05/06/2011 00:00:00,0,0,8,0,8,8,8,
